,index,M_Call_Name,M_Call_Arg,Receiver_var,File_Name_x,MethodName,M_Call_Arg_len,MethodClass,Swap_arg_listing,M_D_Name,M_D_Arg,File_Name_y,Class_name,M_D_Arg_len,File_Name_without_extension
13,13,"_run,add_argument","-c ; <class 'str'>, --color ; <class 'str'>",,D:\Testing\Julian\Ivoire\ivoire\run.py,add_argument,2,_run, --color ; <class 'str'> -c ; <class 'str'>,add_argument,'self',D:\Testing\KavenC\Linot\linot\arg_parser.py,LinotArgParser,1.0,arg_parser
259,259,"admin,site,register","User ; <class 'str'>, UserAdmin ; <class 'str'>",,D:\Testing\jumoconnect\openjumo\jumodjango\users\admin.py,register,2,admin, UserAdmin ; <class 'str'> User ; <class 'str'>,register,,D:\Testing\levlaz\braindump\app\auth\views.py,,1.0,views
260,260,"admin,site,register","User ; <class 'str'>, UserAdmin ; <class 'str'>",,D:\Testing\jumoconnect\openjumo\jumodjango\users\admin.py,register,2,admin, UserAdmin ; <class 'str'> User ; <class 'str'>,register,"'request', 'success_url', 'form_class', 'template_name', 'extra_context'",D:\Testing\lig\django-registration-me\registration\views.py,,5.0,views
261,261,"admin,site,register","User ; <class 'str'>, UserAdmin ; <class 'str'>",,D:\Testing\jumoconnect\openjumo\jumodjango\users\admin.py,register,2,admin, UserAdmin ; <class 'str'> User ; <class 'str'>,register,,D:\Testing\limodou\uliweb\uliweb\contrib\auth\views.py,,1.0,views
262,262,"admin,site,register","Location ; <class 'str'>, LocationAdmin ; <class 'str'>",,D:\Testing\jumoconnect\openjumo\jumodjango\users\admin.py,register,2,admin, LocationAdmin ; <class 'str'> Location ; <class 'str'>,register,"'self', 'name', 'check', 'simplifier'",D:\Testing\kdart\pycopia\WWW\pycopia\WWW\json.py,JSONEncoder,4.0,json
263,263,"admin,site,register","Location ; <class 'str'>, LocationAdmin ; <class 'str'>",,D:\Testing\jumoconnect\openjumo\jumodjango\users\admin.py,register,2,admin, LocationAdmin ; <class 'str'> Location ; <class 'str'>,register,"'self', 'name', 'decoder'",D:\Testing\kdart\pycopia\WWW\pycopia\WWW\json.py,JSONObjectDecoder,3.0,json
264,264,"admin,site,register","Location ; <class 'str'>, LocationAdmin ; <class 'str'>",,D:\Testing\jumoconnect\openjumo\jumodjango\users\admin.py,register,2,admin, LocationAdmin ; <class 'str'> Location ; <class 'str'>,register,"'klass', 'command'",D:\Testing\kennethreitz\legit\legit\cli.py,Command,2.0,cli
265,265,"admin,site,register","Location ; <class 'str'>, LocationAdmin ; <class 'str'>",,D:\Testing\jumoconnect\openjumo\jumodjango\users\admin.py,register,2,admin, LocationAdmin ; <class 'str'> Location ; <class 'str'>,register,'self',D:\Testing\kfdm\gntp\gntp\notifier.py,GrowlNotifier,1.0,notifier
266,266,"admin,site,register","Location ; <class 'str'>, LocationAdmin ; <class 'str'>",,D:\Testing\jumoconnect\openjumo\jumodjango\users\admin.py,register,2,admin, LocationAdmin ; <class 'str'> Location ; <class 'str'>,register,'name',D:\Testing\Kitware\minerva\server\libs\carmen\resolver.py,,1.0,resolver
267,267,"admin,site,register","Location ; <class 'str'>, LocationAdmin ; <class 'str'>",,D:\Testing\jumoconnect\openjumo\jumodjango\users\admin.py,register,2,admin, LocationAdmin ; <class 'str'> Location ; <class 'str'>,register,'defcls',D:\Testing\kivy\kivy\kivy\core\image\__init__.py,ImageLoader,1.0,__init__
268,268,"admin,site,register","Location ; <class 'str'>, LocationAdmin ; <class 'str'>",,D:\Testing\jumoconnect\openjumo\jumodjango\users\admin.py,register,2,admin, LocationAdmin ; <class 'str'> Location ; <class 'str'>,register,"'name', 'classname'",D:\Testing\kivy\kivy\kivy\input\factory.py,MotionEventFactory,2.0,factory
269,269,"admin,site,register","Location ; <class 'str'>, LocationAdmin ; <class 'str'>",,D:\Testing\jumoconnect\openjumo\jumodjango\users\admin.py,register,2,admin, LocationAdmin ; <class 'str'> Location ; <class 'str'>,register,"'category', 'limit', 'timeout'",D:\Testing\kivy\kivy\kivy\cache.py,Cache,3.0,cache
270,270,"admin,site,register","Location ; <class 'str'>, LocationAdmin ; <class 'str'>",,D:\Testing\jumoconnect\openjumo\jumodjango\users\admin.py,register,2,admin, LocationAdmin ; <class 'str'> Location ; <class 'str'>,register,"'self', 'registry_name', 'value', 'object'",D:\Testing\kivy\python-for-android\pythonforandroid\bootstraps\pygame\build\buildlib\argparse.py,_ActionsContainer,4.0,argparse
271,271,"admin,site,register","Location ; <class 'str'>, LocationAdmin ; <class 'str'>",,D:\Testing\jumoconnect\openjumo\jumodjango\users\admin.py,register,2,admin, LocationAdmin ; <class 'str'> Location ; <class 'str'>,register,"'self', 'registry_name', 'value', 'object'",D:\Testing\kleientertainment\ds_mod_tools\pkg\win32\Python27\Lib\argparse.py,_ActionsContainer,4.0,argparse
272,272,"admin,site,register","Location ; <class 'str'>, LocationAdmin ; <class 'str'>",,D:\Testing\jumoconnect\openjumo\jumodjango\users\admin.py,register,2,admin, LocationAdmin ; <class 'str'> Location ; <class 'str'>,register,"'self', 'app'",D:\Testing\klen\Flask-Foundation\base\auth\utils.py,UserManager,2.0,utils
273,273,"admin,site,register","Location ; <class 'str'>, LocationAdmin ; <class 'str'>",,D:\Testing\jumoconnect\openjumo\jumodjango\users\admin.py,register,2,admin, LocationAdmin ; <class 'str'> Location ; <class 'str'>,register,"'self', 'field_type', 'impl'",D:\Testing\kmmbvnr\django-any\django_any\functions.py,ExtensionMethod,3.0,functions
274,274,"admin,site,register","Location ; <class 'str'>, LocationAdmin ; <class 'str'>",,D:\Testing\jumoconnect\openjumo\jumodjango\users\admin.py,register,2,admin, LocationAdmin ; <class 'str'> Location ; <class 'str'>,register,"'username', 'password'",D:\Testing\kootenpv\yagmail\yagmail\yagmail.py,,2.0,yagmail
275,275,"admin,site,register","Location ; <class 'str'>, LocationAdmin ; <class 'str'>",,D:\Testing\jumoconnect\openjumo\jumodjango\users\admin.py,register,2,admin, LocationAdmin ; <class 'str'> Location ; <class 'str'>,register,"'context', 'request'",D:\Testing\Kotti\Kotti\kotti\views\login.py,,2.0,login
276,276,"admin,site,register","Location ; <class 'str'>, LocationAdmin ; <class 'str'>",,D:\Testing\jumoconnect\openjumo\jumodjango\users\admin.py,register,2,admin, LocationAdmin ; <class 'str'> Location ; <class 'str'>,register,"'self', 'context', 'name', 'obj'",D:\Testing\Kotti\Kotti\kotti\events.py,subscribe,4.0,events
277,277,"admin,site,register","Location ; <class 'str'>, LocationAdmin ; <class 'str'>",,D:\Testing\jumoconnect\openjumo\jumodjango\users\admin.py,register,2,admin, LocationAdmin ; <class 'str'> Location ; <class 'str'>,register,,D:\Testing\kura\pelican-githubprojects\pelican_githubprojects\github.py,,1.0,github
278,278,"admin,site,register","Location ; <class 'str'>, LocationAdmin ; <class 'str'>",,D:\Testing\jumoconnect\openjumo\jumodjango\users\admin.py,register,2,admin, LocationAdmin ; <class 'str'> Location ; <class 'str'>,register,'self',D:\Testing\kuri65536\python-for-android\python-modules\twisted\twisted\test\test_sip.py,RegistrationTestCase,1.0,test_sip
279,279,"admin,site,register","Location ; <class 'str'>, LocationAdmin ; <class 'str'>",,D:\Testing\jumoconnect\openjumo\jumodjango\users\admin.py,register,2,admin, LocationAdmin ; <class 'str'> Location ; <class 'str'>,register,'app',D:\Testing\kylewm\redwind\redwind\plugins\instagram.py,,1.0,instagram
280,280,"admin,site,register","Location ; <class 'str'>, LocationAdmin ; <class 'str'>",,D:\Testing\jumoconnect\openjumo\jumodjango\users\admin.py,register,2,admin, LocationAdmin ; <class 'str'> Location ; <class 'str'>,register,'app',D:\Testing\kylewm\redwind\redwind\plugins\posse.py,,1.0,posse
281,281,"admin,site,register","Location ; <class 'str'>, LocationAdmin ; <class 'str'>",,D:\Testing\jumoconnect\openjumo\jumodjango\users\admin.py,register,2,admin, LocationAdmin ; <class 'str'> Location ; <class 'str'>,register,'app',D:\Testing\kylewm\redwind\redwind\plugins\twitter.py,,1.0,twitter
282,282,"admin,site,register","Location ; <class 'str'>, LocationAdmin ; <class 'str'>",,D:\Testing\jumoconnect\openjumo\jumodjango\users\admin.py,register,2,admin, LocationAdmin ; <class 'str'> Location ; <class 'str'>,register,'app',D:\Testing\kylewm\redwind\redwind\plugins\wordpress.py,,1.0,wordpress
283,283,"admin,site,register","Location ; <class 'str'>, LocationAdmin ; <class 'str'>",,D:\Testing\jumoconnect\openjumo\jumodjango\users\admin.py,register,2,admin, LocationAdmin ; <class 'str'> Location ; <class 'str'>,register,"'self', 'fd', 'mask'",D:\Testing\Lawouach\WebSocket-for-Python\test\test_manager.py,FakeEpoll,3.0,test_manager
284,284,"admin,site,register","Location ; <class 'str'>, LocationAdmin ; <class 'str'>",,D:\Testing\jumoconnect\openjumo\jumodjango\users\admin.py,register,2,admin, LocationAdmin ; <class 'str'> Location ; <class 'str'>,register,"'cls', 'name', 'type_'",D:\Testing\leapfrogonline\scio\scio\static.py,Client,3.0,static
285,285,"admin,site,register","Location ; <class 'str'>, LocationAdmin ; <class 'str'>",,D:\Testing\jumoconnect\openjumo\jumodjango\users\admin.py,register,2,admin, LocationAdmin ; <class 'str'> Location ; <class 'str'>,register,"'self', 'name', 'cls'",D:\Testing\leapfrogonline\scio\scio\static.py,TypeRegistry,3.0,static
286,286,"admin,site,register","Location ; <class 'str'>, LocationAdmin ; <class 'str'>",,D:\Testing\jumoconnect\openjumo\jumodjango\users\admin.py,register,2,admin, LocationAdmin ; <class 'str'> Location ; <class 'str'>,register,"'self', 'key', 'func'",D:\Testing\lepture\flask-weixin\flask_weixin.py,Weixin,3.0,flask_weixin
287,287,"admin,site,register","Location ; <class 'str'>, LocationAdmin ; <class 'str'>",,D:\Testing\jumoconnect\openjumo\jumodjango\users\admin.py,register,2,admin, LocationAdmin ; <class 'str'> Location ; <class 'str'>,register,"'cls', 'resource_body_cls'",D:\Testing\letsencrypt\letsencrypt\acme\acme\messages.py,Directory,2.0,messages
288,288,"admin,site,register","Location ; <class 'str'>, LocationAdmin ; <class 'str'>",,D:\Testing\jumoconnect\openjumo\jumodjango\users\admin.py,register,2,admin, LocationAdmin ; <class 'str'> Location ; <class 'str'>,register,'unused_linter',D:\Testing\letsencrypt\letsencrypt\linter_plugin.py,,1.0,linter_plugin
289,289,"admin,site,register","Location ; <class 'str'>, LocationAdmin ; <class 'str'>",,D:\Testing\jumoconnect\openjumo\jumodjango\users\admin.py,register,2,admin, LocationAdmin ; <class 'str'> Location ; <class 'str'>,register,,D:\Testing\levlaz\braindump\app\auth\views.py,,1.0,views
290,290,"admin,site,register","Location ; <class 'str'>, LocationAdmin ; <class 'str'>",,D:\Testing\jumoconnect\openjumo\jumodjango\users\admin.py,register,2,admin, LocationAdmin ; <class 'str'> Location ; <class 'str'>,register,"'request', 'success_url', 'form_class', 'template_name', 'extra_context'",D:\Testing\lig\django-registration-me\registration\views.py,,5.0,views
291,291,"admin,site,register","Location ; <class 'str'>, LocationAdmin ; <class 'str'>",,D:\Testing\jumoconnect\openjumo\jumodjango\users\admin.py,register,2,admin, LocationAdmin ; <class 'str'> Location ; <class 'str'>,register,,D:\Testing\limodou\uliweb\uliweb\contrib\auth\views.py,,1.0,views
312,312,"sys,path,insert","0 ; <class 'int'>, ",,D:\Testing\Juniper\OpenClos\jnpr\openclos\tests\unit\test_l3Clos.py,insert,2,sys,0 ; <class 'int'>,insert,"'self', 'window', 'first_line'",D:\Testing\Julian\PyVi\pyvi\window.py,Buffer,3.0,window
313,313,"sys,path,insert","0 ; <class 'int'>, ",,D:\Testing\Juniper\OpenClos\jnpr\openclos\tests\unit\test_l3Clos.py,insert,2,sys,0 ; <class 'int'>,insert,'self',D:\Testing\Julian\PyVi\pyvi\window.py,Window,1.0,window
314,314,"sys,path,insert","0 ; <class 'int'>, ",,D:\Testing\Juniper\OpenClos\jnpr\openclos\tests\unit\test_l3Clos.py,insert,2,sys,0 ; <class 'int'>,insert,"'self', 'a'",D:\Testing\justdark\dml\build\lib\dml\tool\heap.py,Heap,2.0,heap
315,315,"sys,path,insert","0 ; <class 'int'>, ",,D:\Testing\Juniper\OpenClos\jnpr\openclos\tests\unit\test_l3Clos.py,insert,2,sys,0 ; <class 'int'>,insert,"'self', 'el'",D:\Testing\kachayev\fn.py\fn\immutable\heap.py,SkewHeap,2.0,heap
316,316,"sys,path,insert","0 ; <class 'int'>, ",,D:\Testing\Juniper\OpenClos\jnpr\openclos\tests\unit\test_l3Clos.py,insert,2,sys,0 ; <class 'int'>,insert,"'self', 'el'",D:\Testing\kachayev\fn.py\fn\immutable\heap.py,PairingHeap,2.0,heap
317,317,"sys,path,insert","0 ; <class 'int'>, ",,D:\Testing\Juniper\OpenClos\jnpr\openclos\tests\unit\test_l3Clos.py,insert,2,sys,0 ; <class 'int'>,insert,"'self', 'word'",D:\Testing\kamyu104\LeetCode\Python\implement-trie-prefix-tree.py,Trie,2.0,implement-trie-prefix-tree
318,318,"sys,path,insert","0 ; <class 'int'>, ",,D:\Testing\Juniper\OpenClos\jnpr\openclos\tests\unit\test_l3Clos.py,insert,2,sys,0 ; <class 'int'>,insert,"'self', 'key', 'value'",D:\Testing\katharosada\botchallenge\client\google\protobuf\internal\containers.py,RepeatedScalarFieldContainer,3.0,containers
319,319,"sys,path,insert","0 ; <class 'int'>, ",,D:\Testing\Juniper\OpenClos\jnpr\openclos\tests\unit\test_l3Clos.py,insert,2,sys,0 ; <class 'int'>,insert,"'self', 'lineno', 'obj'",D:\Testing\kdart\pycopia\process\pycopia\crontab.py,CrontabFile,3.0,crontab
320,320,"sys,path,insert","0 ; <class 'int'>, ",,D:\Testing\Juniper\OpenClos\jnpr\openclos\tests\unit\test_l3Clos.py,insert,2,sys,0 ; <class 'int'>,insert,"'self', 'ind', 'obj'",D:\Testing\kdart\pycopia\WWW\pycopia\WWW\XHTML.py,XHTMLDocument,3.0,XHTML
321,321,"sys,path,insert","0 ; <class 'int'>, ",,D:\Testing\Juniper\OpenClos\jnpr\openclos\tests\unit\test_l3Clos.py,insert,2,sys,0 ; <class 'int'>,insert,"'self', 'data', 'encoding'",D:\Testing\kdart\pycopia\WWW\pycopia\WWW\XHTML.py,DynamicNode,3.0,XHTML
322,322,"sys,path,insert","0 ; <class 'int'>, ",,D:\Testing\Juniper\OpenClos\jnpr\openclos\tests\unit\test_l3Clos.py,insert,2,sys,0 ; <class 'int'>,insert,"'self', 'data'",D:\Testing\kdart\pycopia\XML\pycopia\XML\POM.py,Text,2.0,POM
323,323,"sys,path,insert","0 ; <class 'int'>, ",,D:\Testing\Juniper\OpenClos\jnpr\openclos\tests\unit\test_l3Clos.py,insert,2,sys,0 ; <class 'int'>,insert,"'self', 'data', 'encoding'",D:\Testing\kdart\pycopia\XML\pycopia\XML\POM.py,Comment,3.0,POM
324,324,"sys,path,insert","0 ; <class 'int'>, ",,D:\Testing\Juniper\OpenClos\jnpr\openclos\tests\unit\test_l3Clos.py,insert,2,sys,0 ; <class 'int'>,insert,"'self', 'data', 'encoding'",D:\Testing\kdart\pycopia\XML\pycopia\XML\POM.py,ASIS,3.0,POM
325,325,"sys,path,insert","0 ; <class 'int'>, ",,D:\Testing\Juniper\OpenClos\jnpr\openclos\tests\unit\test_l3Clos.py,insert,2,sys,0 ; <class 'int'>,insert,"'self', 'index', 'obj'",D:\Testing\kdart\pycopia\XML\pycopia\XML\POM.py,ElementNode,3.0,POM
326,326,"sys,path,insert","0 ; <class 'int'>, ",,D:\Testing\Juniper\OpenClos\jnpr\openclos\tests\unit\test_l3Clos.py,insert,2,sys,0 ; <class 'int'>,insert,"'self', 'index', 'value'",D:\Testing\kennethreitz\tablib\tablib\core.py,Row,3.0,core
327,327,"sys,path,insert","0 ; <class 'int'>, ",,D:\Testing\Juniper\OpenClos\jnpr\openclos\tests\unit\test_l3Clos.py,insert,2,sys,0 ; <class 'int'>,insert,"'self', 'index', 'row', 'tags'",D:\Testing\kennethreitz\tablib\tablib\core.py,Dataset,4.0,core
328,328,"sys,path,insert","0 ; <class 'int'>, ",,D:\Testing\Juniper\OpenClos\jnpr\openclos\tests\unit\test_l3Clos.py,insert,2,sys,0 ; <class 'int'>,insert,"'self', 'kwargs'",D:\Testing\kimpettersen\random-sublime-text-plugin\random.py,RandomWindow,2.0,random
329,329,"sys,path,insert","0 ; <class 'int'>, ",,D:\Testing\Juniper\OpenClos\jnpr\openclos\tests\unit\test_l3Clos.py,insert,2,sys,0 ; <class 'int'>,insert,"'self', 'view', 'generator'",D:\Testing\kimpettersen\random-sublime-text-plugin\random.py,RandomText,3.0,random
330,330,"sys,path,insert","0 ; <class 'int'>, ",,D:\Testing\Juniper\OpenClos\jnpr\openclos\tests\unit\test_l3Clos.py,insert,2,sys,0 ; <class 'int'>,insert,"'self', 'i', 'value'",D:\Testing\kroger\pyknon\pyknon\music.py,NoteSeq,3.0,music
331,331,"sys,path,insert","0 ; <class 'int'>, ",,D:\Testing\Juniper\OpenClos\jnpr\openclos\tests\unit\test_l3Clos.py,insert,2,sys,0 ; <class 'int'>,insert,"'self', 'index', 'items'",D:\Testing\kuri65536\python-for-android\python-modules\twisted\twisted\spread\ui\tkutil.py,CList,3.0,tkutil
332,332,"sys,path,insert","0 ; <class 'int'>, ",,D:\Testing\Juniper\OpenClos\jnpr\openclos\tests\unit\test_l3Clos.py,insert,2,sys,0 ; <class 'int'>,insert,"'self', 'edit', 'location', 'text'",D:\Testing\lifted-studios\AutoCopyright\tests\MockView.py,MockView,4.0,MockView
333,333,"sys,path,insert","0 ; <class 'int'>, ",,D:\Testing\Juniper\OpenClos\jnpr\openclos\tests\unit\test_l3Clos.py,insert,2,sys,0 ; <class 'int'>,insert,"'self', 'documents'",D:\Testing\lonelycode\Mojo\Mojo\Backends\PyMongoBackend\pymongo_backend.py,Collection,2.0,pymongo_backend
334,334,"sys,path,insert","0 ; <class 'int'>, ",,D:\Testing\Juniper\OpenClos\jnpr\openclos\tests\unit\test_l3Clos.py,insert,2,sys,0 ; <class 'int'>,insert,"'self', 'documents'",D:\Testing\lonelycode\Mojo\Mojo\Backends\base_interface.py,CollectionModelInterface,2.0,base_interface
335,335,"sys,path,insert","0 ; <class 'int'>, ",,D:\Testing\Juniper\OpenClos\jnpr\openclos\tests\unit\test_l3Clos.py,insert,2,sys,0 ; <class 'int'>,insert,"'klass', 'to_insert'",D:\Testing\lonelycode\Mojo\Mojo\ObjectMapper\ModelPrototype.py,Model,2.0,ModelPrototype
336,336,"sys,path,insert","0 ; <class 'int'>, ",,D:\Testing\Juniper\OpenClos\jnpr\openclos\tests\unit\test_model.py,insert,2,sys,0 ; <class 'int'>,insert,"'self', 'window', 'first_line'",D:\Testing\Julian\PyVi\pyvi\window.py,Buffer,3.0,window
337,337,"sys,path,insert","0 ; <class 'int'>, ",,D:\Testing\Juniper\OpenClos\jnpr\openclos\tests\unit\test_model.py,insert,2,sys,0 ; <class 'int'>,insert,'self',D:\Testing\Julian\PyVi\pyvi\window.py,Window,1.0,window
338,338,"sys,path,insert","0 ; <class 'int'>, ",,D:\Testing\Juniper\OpenClos\jnpr\openclos\tests\unit\test_model.py,insert,2,sys,0 ; <class 'int'>,insert,"'self', 'a'",D:\Testing\justdark\dml\build\lib\dml\tool\heap.py,Heap,2.0,heap
339,339,"sys,path,insert","0 ; <class 'int'>, ",,D:\Testing\Juniper\OpenClos\jnpr\openclos\tests\unit\test_model.py,insert,2,sys,0 ; <class 'int'>,insert,"'self', 'el'",D:\Testing\kachayev\fn.py\fn\immutable\heap.py,SkewHeap,2.0,heap
340,340,"sys,path,insert","0 ; <class 'int'>, ",,D:\Testing\Juniper\OpenClos\jnpr\openclos\tests\unit\test_model.py,insert,2,sys,0 ; <class 'int'>,insert,"'self', 'el'",D:\Testing\kachayev\fn.py\fn\immutable\heap.py,PairingHeap,2.0,heap
341,341,"sys,path,insert","0 ; <class 'int'>, ",,D:\Testing\Juniper\OpenClos\jnpr\openclos\tests\unit\test_model.py,insert,2,sys,0 ; <class 'int'>,insert,"'self', 'word'",D:\Testing\kamyu104\LeetCode\Python\implement-trie-prefix-tree.py,Trie,2.0,implement-trie-prefix-tree
342,342,"sys,path,insert","0 ; <class 'int'>, ",,D:\Testing\Juniper\OpenClos\jnpr\openclos\tests\unit\test_model.py,insert,2,sys,0 ; <class 'int'>,insert,"'self', 'key', 'value'",D:\Testing\katharosada\botchallenge\client\google\protobuf\internal\containers.py,RepeatedScalarFieldContainer,3.0,containers
343,343,"sys,path,insert","0 ; <class 'int'>, ",,D:\Testing\Juniper\OpenClos\jnpr\openclos\tests\unit\test_model.py,insert,2,sys,0 ; <class 'int'>,insert,"'self', 'lineno', 'obj'",D:\Testing\kdart\pycopia\process\pycopia\crontab.py,CrontabFile,3.0,crontab
344,344,"sys,path,insert","0 ; <class 'int'>, ",,D:\Testing\Juniper\OpenClos\jnpr\openclos\tests\unit\test_model.py,insert,2,sys,0 ; <class 'int'>,insert,"'self', 'ind', 'obj'",D:\Testing\kdart\pycopia\WWW\pycopia\WWW\XHTML.py,XHTMLDocument,3.0,XHTML
345,345,"sys,path,insert","0 ; <class 'int'>, ",,D:\Testing\Juniper\OpenClos\jnpr\openclos\tests\unit\test_model.py,insert,2,sys,0 ; <class 'int'>,insert,"'self', 'data', 'encoding'",D:\Testing\kdart\pycopia\WWW\pycopia\WWW\XHTML.py,DynamicNode,3.0,XHTML
346,346,"sys,path,insert","0 ; <class 'int'>, ",,D:\Testing\Juniper\OpenClos\jnpr\openclos\tests\unit\test_model.py,insert,2,sys,0 ; <class 'int'>,insert,"'self', 'data'",D:\Testing\kdart\pycopia\XML\pycopia\XML\POM.py,Text,2.0,POM
347,347,"sys,path,insert","0 ; <class 'int'>, ",,D:\Testing\Juniper\OpenClos\jnpr\openclos\tests\unit\test_model.py,insert,2,sys,0 ; <class 'int'>,insert,"'self', 'data', 'encoding'",D:\Testing\kdart\pycopia\XML\pycopia\XML\POM.py,Comment,3.0,POM
348,348,"sys,path,insert","0 ; <class 'int'>, ",,D:\Testing\Juniper\OpenClos\jnpr\openclos\tests\unit\test_model.py,insert,2,sys,0 ; <class 'int'>,insert,"'self', 'data', 'encoding'",D:\Testing\kdart\pycopia\XML\pycopia\XML\POM.py,ASIS,3.0,POM
349,349,"sys,path,insert","0 ; <class 'int'>, ",,D:\Testing\Juniper\OpenClos\jnpr\openclos\tests\unit\test_model.py,insert,2,sys,0 ; <class 'int'>,insert,"'self', 'index', 'obj'",D:\Testing\kdart\pycopia\XML\pycopia\XML\POM.py,ElementNode,3.0,POM
350,350,"sys,path,insert","0 ; <class 'int'>, ",,D:\Testing\Juniper\OpenClos\jnpr\openclos\tests\unit\test_model.py,insert,2,sys,0 ; <class 'int'>,insert,"'self', 'index', 'value'",D:\Testing\kennethreitz\tablib\tablib\core.py,Row,3.0,core
351,351,"sys,path,insert","0 ; <class 'int'>, ",,D:\Testing\Juniper\OpenClos\jnpr\openclos\tests\unit\test_model.py,insert,2,sys,0 ; <class 'int'>,insert,"'self', 'index', 'row', 'tags'",D:\Testing\kennethreitz\tablib\tablib\core.py,Dataset,4.0,core
352,352,"sys,path,insert","0 ; <class 'int'>, ",,D:\Testing\Juniper\OpenClos\jnpr\openclos\tests\unit\test_model.py,insert,2,sys,0 ; <class 'int'>,insert,"'self', 'kwargs'",D:\Testing\kimpettersen\random-sublime-text-plugin\random.py,RandomWindow,2.0,random
353,353,"sys,path,insert","0 ; <class 'int'>, ",,D:\Testing\Juniper\OpenClos\jnpr\openclos\tests\unit\test_model.py,insert,2,sys,0 ; <class 'int'>,insert,"'self', 'view', 'generator'",D:\Testing\kimpettersen\random-sublime-text-plugin\random.py,RandomText,3.0,random
354,354,"sys,path,insert","0 ; <class 'int'>, ",,D:\Testing\Juniper\OpenClos\jnpr\openclos\tests\unit\test_model.py,insert,2,sys,0 ; <class 'int'>,insert,"'self', 'i', 'value'",D:\Testing\kroger\pyknon\pyknon\music.py,NoteSeq,3.0,music
355,355,"sys,path,insert","0 ; <class 'int'>, ",,D:\Testing\Juniper\OpenClos\jnpr\openclos\tests\unit\test_model.py,insert,2,sys,0 ; <class 'int'>,insert,"'self', 'index', 'items'",D:\Testing\kuri65536\python-for-android\python-modules\twisted\twisted\spread\ui\tkutil.py,CList,3.0,tkutil
356,356,"sys,path,insert","0 ; <class 'int'>, ",,D:\Testing\Juniper\OpenClos\jnpr\openclos\tests\unit\test_model.py,insert,2,sys,0 ; <class 'int'>,insert,"'self', 'edit', 'location', 'text'",D:\Testing\lifted-studios\AutoCopyright\tests\MockView.py,MockView,4.0,MockView
357,357,"sys,path,insert","0 ; <class 'int'>, ",,D:\Testing\Juniper\OpenClos\jnpr\openclos\tests\unit\test_model.py,insert,2,sys,0 ; <class 'int'>,insert,"'self', 'documents'",D:\Testing\lonelycode\Mojo\Mojo\Backends\PyMongoBackend\pymongo_backend.py,Collection,2.0,pymongo_backend
358,358,"sys,path,insert","0 ; <class 'int'>, ",,D:\Testing\Juniper\OpenClos\jnpr\openclos\tests\unit\test_model.py,insert,2,sys,0 ; <class 'int'>,insert,"'self', 'documents'",D:\Testing\lonelycode\Mojo\Mojo\Backends\base_interface.py,CollectionModelInterface,2.0,base_interface
359,359,"sys,path,insert","0 ; <class 'int'>, ",,D:\Testing\Juniper\OpenClos\jnpr\openclos\tests\unit\test_model.py,insert,2,sys,0 ; <class 'int'>,insert,"'klass', 'to_insert'",D:\Testing\lonelycode\Mojo\Mojo\ObjectMapper\ModelPrototype.py,Model,2.0,ModelPrototype
360,360,"sys,path,insert","0 ; <class 'int'>, ",,D:\Testing\Juniper\py-junos-eznc\docs\conf.py,insert,2,sys,0 ; <class 'int'>,insert,"'self', 'window', 'first_line'",D:\Testing\Julian\PyVi\pyvi\window.py,Buffer,3.0,window
361,361,"sys,path,insert","0 ; <class 'int'>, ",,D:\Testing\Juniper\py-junos-eznc\docs\conf.py,insert,2,sys,0 ; <class 'int'>,insert,'self',D:\Testing\Julian\PyVi\pyvi\window.py,Window,1.0,window
362,362,"sys,path,insert","0 ; <class 'int'>, ",,D:\Testing\Juniper\py-junos-eznc\docs\conf.py,insert,2,sys,0 ; <class 'int'>,insert,"'self', 'a'",D:\Testing\justdark\dml\build\lib\dml\tool\heap.py,Heap,2.0,heap
363,363,"sys,path,insert","0 ; <class 'int'>, ",,D:\Testing\Juniper\py-junos-eznc\docs\conf.py,insert,2,sys,0 ; <class 'int'>,insert,"'self', 'el'",D:\Testing\kachayev\fn.py\fn\immutable\heap.py,SkewHeap,2.0,heap
364,364,"sys,path,insert","0 ; <class 'int'>, ",,D:\Testing\Juniper\py-junos-eznc\docs\conf.py,insert,2,sys,0 ; <class 'int'>,insert,"'self', 'el'",D:\Testing\kachayev\fn.py\fn\immutable\heap.py,PairingHeap,2.0,heap
365,365,"sys,path,insert","0 ; <class 'int'>, ",,D:\Testing\Juniper\py-junos-eznc\docs\conf.py,insert,2,sys,0 ; <class 'int'>,insert,"'self', 'word'",D:\Testing\kamyu104\LeetCode\Python\implement-trie-prefix-tree.py,Trie,2.0,implement-trie-prefix-tree
366,366,"sys,path,insert","0 ; <class 'int'>, ",,D:\Testing\Juniper\py-junos-eznc\docs\conf.py,insert,2,sys,0 ; <class 'int'>,insert,"'self', 'key', 'value'",D:\Testing\katharosada\botchallenge\client\google\protobuf\internal\containers.py,RepeatedScalarFieldContainer,3.0,containers
367,367,"sys,path,insert","0 ; <class 'int'>, ",,D:\Testing\Juniper\py-junos-eznc\docs\conf.py,insert,2,sys,0 ; <class 'int'>,insert,"'self', 'lineno', 'obj'",D:\Testing\kdart\pycopia\process\pycopia\crontab.py,CrontabFile,3.0,crontab
