,M_Call_Name,M_Call_Arg,Receiver_var,File_Name,MethodName,M_Call_Arg_len,MethodClass,Swap_arg_listing
891,"config_lib,DEFINE_integer","ACL.cache_age ; <class 'str'>, 600 ; <class 'int'>, The number of seconds approval objects live in the cache. ; <class 'str'>",,D:\Testing\google\grr\grr\config\acls.py,DEFINE_integer,3,config_lib, The number of seconds approval objects live in the cache. ; <class 'str'>  600 ; <class 'int'> ACL.cache_age ; <class 'str'>
892,"config_lib,DEFINE_string","ACL.group_access_manager_class ; <class 'str'>, NoGroupAccess ; <class 'str'>, This class handles interfacing with corporate groupdirectories for granting access. Override with a class that understands your LDAP/AD/whatever setup. ; <class 'str'>",,D:\Testing\google\grr\grr\config\acls.py,DEFINE_string,3,config_lib, This class handles interfacing with corporate groupdirectories for granting access. Override with a class that understands your LDAP/AD/whatever setup. ; <class 'str'>  NoGroupAccess ; <class 'str'> ACL.group_access_manager_class ; <class 'str'>
893,"config_lib,DEFINE_integer","ACL.token_expiry ; <class 'str'>, , The duration in seconds of a valid approval token. Default of one week. ; <class 'str'>",,D:\Testing\google\grr\grr\config\acls.py,DEFINE_integer,3,config_lib, The duration in seconds of a valid approval token. Default of one week. ; <class 'str'>   ACL.token_expiry ; <class 'str'>
894,"config_lib,DEFINE_list","Artifacts.artifact_dirs ; <class 'str'>, List_value ; List, A list directories to load artifacts from. ; <class 'str'>",,D:\Testing\google\grr\grr\config\artifacts.py,DEFINE_list,3,config_lib, A list directories to load artifacts from. ; <class 'str'>  List_value ; List Artifacts.artifact_dirs ; <class 'str'>
895,"config_lib,DEFINE_list","Artifacts.knowledge_base ; <class 'str'>, List_value ; List, List of artifacts that are collected regularly by interrogate and used for interpolation of client-side variables. Includes artifacts for all supported OSes. Anything not in this list won't be downloaded by interrogate so be sure to include any necessary dependencies. ; <class 'str'>",,D:\Testing\google\grr\grr\config\artifacts.py,DEFINE_list,3,config_lib, List of artifacts that are collected regularly by interrogate and used for interpolation of client-side variables. Includes artifacts for all supported OSes. Anything not in this list won't be downloaded by interrogate so be sure to include any necessary dependencies. ; <class 'str'>  List_value ; List Artifacts.knowledge_base ; <class 'str'>
896,"config_lib,DEFINE_list","Artifacts.knowledge_base_additions ; <class 'str'>, List_value ; List, Extra artifacts to add to the knowledge_base list. This allows per-site tweaks without having to redefine the whole list. ; <class 'str'>",,D:\Testing\google\grr\grr\config\artifacts.py,DEFINE_list,3,config_lib, Extra artifacts to add to the knowledge_base list. This allows per-site tweaks without having to redefine the whole list. ; <class 'str'>  List_value ; List Artifacts.knowledge_base_additions ; <class 'str'>
897,"config_lib,DEFINE_list","Artifacts.knowledge_base_skip ; <class 'str'>, List_value ; List, Artifacts to remove from the knowledge_base list. This allows per-site tweaks without having to redefine the whole list. ; <class 'str'>",,D:\Testing\google\grr\grr\config\artifacts.py,DEFINE_list,3,config_lib, Artifacts to remove from the knowledge_base list. This allows per-site tweaks without having to redefine the whole list. ; <class 'str'>  List_value ; List Artifacts.knowledge_base_skip ; <class 'str'>
898,"config_lib,DEFINE_list","Artifacts.knowledge_base_heavyweight ; <class 'str'>, List_value ; List, Artifacts to skip when the 'lightweight' option is set on interrogate. These artifacts are too expensive or slow to collect regularly from all machines. ; <class 'str'>",,D:\Testing\google\grr\grr\config\artifacts.py,DEFINE_list,3,config_lib, Artifacts to skip when the 'lightweight' option is set on interrogate. These artifacts are too expensive or slow to collect regularly from all machines. ; <class 'str'>  List_value ; List Artifacts.knowledge_base_heavyweight ; <class 'str'>
899,"config_lib,DEFINE_list","Artifacts.interrogate_store_in_aff4 ; <class 'str'>, List_value ; List, Artifacts to collect during interrogate that don't populate the knowledgebase, but store results elsewhere in aff4. ; <class 'str'>",,D:\Testing\google\grr\grr\config\artifacts.py,DEFINE_list,4,config_lib, but store results elsewhere in aff4. ; <class 'str'>  Artifacts to collect during interrogate that don't populate the knowledgebase  List_value ; List Artifacts.interrogate_store_in_aff4 ; <class 'str'>
900,"config_lib,DEFINE_list","Artifacts.interrogate_store_in_aff4_additions ; <class 'str'>, List_value ; List, Extra artifacts to add to the interrogate_store_in_aff4 list. This allows per-site tweaks without having to redefine the whole list. ; <class 'str'>",,D:\Testing\google\grr\grr\config\artifacts.py,DEFINE_list,3,config_lib, Extra artifacts to add to the interrogate_store_in_aff4 list. This allows per-site tweaks without having to redefine the whole list. ; <class 'str'>  List_value ; List Artifacts.interrogate_store_in_aff4_additions ; <class 'str'>
901,"config_lib,DEFINE_list","Artifacts.interrogate_store_in_aff4_skip ; <class 'str'>, List_value ; List, Artifacts to remove from the interrogate_store_in_aff4 list. This allows per-site tweaks without having to redefine the whole list. ; <class 'str'>",,D:\Testing\google\grr\grr\config\artifacts.py,DEFINE_list,3,config_lib, Artifacts to remove from the interrogate_store_in_aff4 list. This allows per-site tweaks without having to redefine the whole list. ; <class 'str'>  List_value ; List Artifacts.interrogate_store_in_aff4_skip ; <class 'str'>
902,"config_lib,DEFINE_list","Artifacts.netgroup_filter_regexes ; <class 'str'>, List_value ; List",,D:\Testing\google\grr\grr\config\artifacts.py,DEFINE_list,2,config_lib, List_value ; List Artifacts.netgroup_filter_regexes ; <class 'str'>
903,"config_lib,DEFINE_list","Artifacts.netgroup_user_blacklist ; <class 'str'>, List_value ; List",,D:\Testing\google\grr\grr\config\artifacts.py,DEFINE_list,2,config_lib, List_value ; List Artifacts.netgroup_user_blacklist ; <class 'str'>
904,"config_lib,DEFINE_string","Client.name ; <class 'str'>, GRR ; <class 'str'>, The name of the client. This will be used as a base name to generate many other default parameters such as binary names and service names. Note that on Linux we lowercase the name to confirm with most linux naming conventions. ; <class 'str'>",,D:\Testing\google\grr\grr\config\client.py,DEFINE_string,3,config_lib, The name of the client. This will be used as a base name to generate many other default parameters such as binary names and service names. Note that on Linux we lowercase the name to confirm with most linux naming conventions. ; <class 'str'>  GRR ; <class 'str'> Client.name ; <class 'str'>
905,"config_lib,DEFINE_string","Client.binary_name ; <class 'str'>, %(Client.name) ; <class 'str'>, The name of the client binary. ; <class 'str'>",,D:\Testing\google\grr\grr\config\client.py,DEFINE_string,3,config_lib, The name of the client binary. ; <class 'str'>  %(Client.name) ; <class 'str'> Client.binary_name ; <class 'str'>
906,"config_lib,DEFINE_list","Client.labels ; <class 'str'>, List_value ; List, Labels for this client. ; <class 'str'>",,D:\Testing\google\grr\grr\config\client.py,DEFINE_list,3,config_lib, Labels for this client. ; <class 'str'>  List_value ; List Client.labels ; <class 'str'>
907,"config_lib,DEFINE_string","Client.company_name ; <class 'str'>, GRR Project ; <class 'str'>, The name of the company which made the client. ; <class 'str'>",,D:\Testing\google\grr\grr\config\client.py,DEFINE_string,3,config_lib, The name of the company which made the client. ; <class 'str'>  GRR Project ; <class 'str'> Client.company_name ; <class 'str'>
908,"config_lib,DEFINE_string","Client.description ; <class 'str'>, %(name) %(platform) %(arch) ; <class 'str'>, A description of this specific client build. ; <class 'str'>",,D:\Testing\google\grr\grr\config\client.py,DEFINE_string,3,config_lib, A description of this specific client build. ; <class 'str'>  %(name) %(platform) %(arch) ; <class 'str'> Client.description ; <class 'str'>
909,"config_lib,DEFINE_string","Client.platform ; <class 'str'>, windows ; <class 'str'>, The platform we are running on. ; <class 'str'>",,D:\Testing\google\grr\grr\config\client.py,DEFINE_string,3,config_lib, The platform we are running on. ; <class 'str'>  windows ; <class 'str'> Client.platform ; <class 'str'>
910,"config_lib,DEFINE_string","Client.arch ; <class 'str'>, amd64 ; <class 'str'>, The architecture we are running on. ; <class 'str'>",,D:\Testing\google\grr\grr\config\client.py,DEFINE_string,3,config_lib, The architecture we are running on. ; <class 'str'>  amd64 ; <class 'str'> Client.arch ; <class 'str'>
911,"config_lib,DEFINE_string","Client.build_time ; <class 'str'>, Unknown ; <class 'str'>, The time the client was built. ; <class 'str'>",,D:\Testing\google\grr\grr\config\client.py,DEFINE_string,3,config_lib, The time the client was built. ; <class 'str'>  Unknown ; <class 'str'> Client.build_time ; <class 'str'>
912,"config_lib,DEFINE_string","Client.deploy_time ; <class 'str'>, Unknown ; <class 'str'>, The time the client was deployed. ; <class 'str'>",,D:\Testing\google\grr\grr\config\client.py,DEFINE_string,3,config_lib, The time the client was deployed. ; <class 'str'>  Unknown ; <class 'str'> Client.deploy_time ; <class 'str'>
913,"config_lib,DEFINE_string","Client.build_environment ; <class 'str'>, None ; <class 'NoneType'>, The output of Uname.FromCurrentSystem.signature() on the system the client was built on. ; <class 'str'>",,D:\Testing\google\grr\grr\config\client.py,DEFINE_string,3,config_lib, The output of Uname.FromCurrentSystem.signature() on the system the client was built on. ; <class 'str'>  None ; <class 'NoneType'> Client.build_environment ; <class 'str'>
914,"config_lib,DEFINE_integer","Client.rsa_key_length ; <class 'str'>, 2048 ; <class 'int'>, The key length of the client keys in bits. ; <class 'str'>",,D:\Testing\google\grr\grr\config\client.py,DEFINE_integer,3,config_lib, The key length of the client keys in bits. ; <class 'str'>  2048 ; <class 'int'> Client.rsa_key_length ; <class 'str'>
918,"config_lib,DEFINE_semantic","<ast.Name object at 0x000001C8977F6820> ; <class 'ast.Name'>, Client.component_aff4_stem ; <class 'str'>",,D:\Testing\google\grr\grr\config\client.py,DEFINE_semantic,2,config_lib, Client.component_aff4_stem ; <class 'str'> <ast.Name object at 0x000001C8977F6820> ; <class 'ast.Name'>
921,"config_lib,DEFINE_list","Client.control_urls ; <class 'str'>, List_value ; List, List of URLs of the controlling server. ; <class 'str'>",,D:\Testing\google\grr\grr\config\client.py,DEFINE_list,3,config_lib, List of URLs of the controlling server. ; <class 'str'>  List_value ; List Client.control_urls ; <class 'str'>
922,"config_lib,DEFINE_integer","Client.http_timeout ; <class 'str'>, 100 ; <class 'int'>, Timeout for HTTP requests. ; <class 'str'>",,D:\Testing\google\grr\grr\config\client.py,DEFINE_integer,3,config_lib, Timeout for HTTP requests. ; <class 'str'>  100 ; <class 'int'> Client.http_timeout ; <class 'str'>
923,"config_lib,DEFINE_string","Client.plist_path ; <class 'str'>, /Library/LaunchDaemons/com.google.code.grrd.plist ; <class 'str'>, Location of our launchctl plist. ; <class 'str'>",,D:\Testing\google\grr\grr\config\client.py,DEFINE_string,3,config_lib, Location of our launchctl plist. ; <class 'str'>  /Library/LaunchDaemons/com.google.code.grrd.plist ; <class 'str'> Client.plist_path ; <class 'str'>
924,"config_lib,DEFINE_string","Client.plist_filename ; <class 'str'>, None ; <class 'NoneType'>, Filename of launchctl plist. ; <class 'str'>",,D:\Testing\google\grr\grr\config\client.py,DEFINE_string,3,config_lib, Filename of launchctl plist. ; <class 'str'>  None ; <class 'NoneType'> Client.plist_filename ; <class 'str'>
925,"config_lib,DEFINE_string","Client.plist_label ; <class 'str'>, None ; <class 'NoneType'>, Identifier label for launchd ; <class 'str'>",,D:\Testing\google\grr\grr\config\client.py,DEFINE_string,3,config_lib, Identifier label for launchd ; <class 'str'>  None ; <class 'NoneType'> Client.plist_label ; <class 'str'>
926,"config_lib,DEFINE_string","Client.plist_label_prefix ; <class 'str'>, None ; <class 'NoneType'>, Domain for launchd label. ; <class 'str'>",,D:\Testing\google\grr\grr\config\client.py,DEFINE_string,3,config_lib, Domain for launchd label. ; <class 'str'>  None ; <class 'NoneType'> Client.plist_label_prefix ; <class 'str'>
927,"config_lib,DEFINE_float","Client.poll_min ; <class 'str'>, 0.2 ; <class 'float'>, Minimum time between polls in seconds. ; <class 'str'>",,D:\Testing\google\grr\grr\config\client.py,DEFINE_float,3,config_lib, Minimum time between polls in seconds. ; <class 'str'>  0.2 ; <class 'float'> Client.poll_min ; <class 'str'>
928,"config_lib,DEFINE_float","Client.poll_max ; <class 'str'>, 5 ; <class 'int'>, Maximum time between polls in seconds. ; <class 'str'>",,D:\Testing\google\grr\grr\config\client.py,DEFINE_float,3,config_lib, Maximum time between polls in seconds. ; <class 'str'>  5 ; <class 'int'> Client.poll_max ; <class 'str'>
929,"config_lib,DEFINE_float","Client.error_poll_min ; <class 'str'>, 15 ; <class 'int'>, Minimum time between polls in seconds if the server reported an error. ; <class 'str'>",,D:\Testing\google\grr\grr\config\client.py,DEFINE_float,3,config_lib, Minimum time between polls in seconds if the server reported an error. ; <class 'str'>  15 ; <class 'int'> Client.error_poll_min ; <class 'str'>
930,"config_lib,DEFINE_float","Client.poll_slew ; <class 'str'>, 1.15 ; <class 'float'>, Slew of poll time. ; <class 'str'>",,D:\Testing\google\grr\grr\config\client.py,DEFINE_float,3,config_lib, Slew of poll time. ; <class 'str'>  1.15 ; <class 'float'> Client.poll_slew ; <class 'str'>
931,"config_lib,DEFINE_integer","Client.connection_error_limit ; <class 'str'>, , If the client encounters this many connection errors, it exits and restarts. Retries are one minute apart. ; <class 'str'>",,D:\Testing\google\grr\grr\config\client.py,DEFINE_integer,4,config_lib, it exits and restarts. Retries are one minute apart. ; <class 'str'>  If the client encounters this many connection errors   Client.connection_error_limit ; <class 'str'>
932,"config_lib,DEFINE_integer","Client.retry_error_limit ; <class 'str'>, 10 ; <class 'int'>, If the client encounters this many connection errors, it searches for a new proxy/server url combination. ; <class 'str'>",,D:\Testing\google\grr\grr\config\client.py,DEFINE_integer,4,config_lib, it searches for a new proxy/server url combination. ; <class 'str'>  If the client encounters this many connection errors  10 ; <class 'int'> Client.retry_error_limit ; <class 'str'>
934,"config_lib,DEFINE_integer","Client.max_post_size ; <class 'str'>, 40000000 ; <class 'int'>, Maximum size of the post. ; <class 'str'>",,D:\Testing\google\grr\grr\config\client.py,DEFINE_integer,3,config_lib, Maximum size of the post. ; <class 'str'>  40000000 ; <class 'int'> Client.max_post_size ; <class 'str'>
935,"config_lib,DEFINE_integer","Client.max_out_queue ; <class 'str'>, 51200000 ; <class 'int'>, Maximum size of the output queue. ; <class 'str'>",,D:\Testing\google\grr\grr\config\client.py,DEFINE_integer,3,config_lib, Maximum size of the output queue. ; <class 'str'>  51200000 ; <class 'int'> Client.max_out_queue ; <class 'str'>
936,"config_lib,DEFINE_integer","Client.foreman_check_frequency ; <class 'str'>, 1800 ; <class 'int'>, The minimum number of seconds before checking with the foreman for new work. ; <class 'str'>",,D:\Testing\google\grr\grr\config\client.py,DEFINE_integer,3,config_lib, The minimum number of seconds before checking with the foreman for new work. ; <class 'str'>  1800 ; <class 'int'> Client.foreman_check_frequency ; <class 'str'>
937,"config_lib,DEFINE_float","Client.rss_max ; <class 'str'>, 500 ; <class 'int'>, Maximum memory footprint in MB. ; <class 'str'>",,D:\Testing\google\grr\grr\config\client.py,DEFINE_float,3,config_lib, Maximum memory footprint in MB. ; <class 'str'>  500 ; <class 'int'> Client.rss_max ; <class 'str'>
942,"config_lib,DEFINE_integer","Client.version_major ; <class 'str'>, 0 ; <class 'int'>, Major version number of client binary. ; <class 'str'>",,D:\Testing\google\grr\grr\config\client.py,DEFINE_integer,3,config_lib, Major version number of client binary. ; <class 'str'>  0 ; <class 'int'> Client.version_major ; <class 'str'>
943,"config_lib,DEFINE_integer","Client.version_minor ; <class 'str'>, 0 ; <class 'int'>, Minor version number of client binary. ; <class 'str'>",,D:\Testing\google\grr\grr\config\client.py,DEFINE_integer,3,config_lib, Minor version number of client binary. ; <class 'str'>  0 ; <class 'int'> Client.version_minor ; <class 'str'>
944,"config_lib,DEFINE_integer","Client.version_revision ; <class 'str'>, 0 ; <class 'int'>, Revision number of client binary. ; <class 'str'>",,D:\Testing\google\grr\grr\config\client.py,DEFINE_integer,3,config_lib, Revision number of client binary. ; <class 'str'>  0 ; <class 'int'> Client.version_revision ; <class 'str'>
945,"config_lib,DEFINE_integer","Client.version_release ; <class 'str'>, 0 ; <class 'int'>, Release number of client binary. ; <class 'str'>",,D:\Testing\google\grr\grr\config\client.py,DEFINE_integer,3,config_lib, Release number of client binary. ; <class 'str'>  0 ; <class 'int'> Client.version_release ; <class 'str'>
946,"config_lib,DEFINE_string","Client.version_string ; <class 'str'>, %(version_major).%(version_minor).%(version_revision).%(version_release) ; <class 'str'>, Version string of the client. ; <class 'str'>",,D:\Testing\google\grr\grr\config\client.py,DEFINE_string,3,config_lib, Version string of the client. ; <class 'str'>  %(version_major).%(version_minor).%(version_revision).%(version_release) ; <class 'str'> Client.version_string ; <class 'str'>
947,"config_lib,DEFINE_integer","Client.version_numeric ; <class 'str'>, %(version_major)%(version_minor)%(version_revision)%(version_release) ; <class 'str'>, Version string of the client as an integer. ; <class 'str'>",,D:\Testing\google\grr\grr\config\client.py,DEFINE_integer,3,config_lib, Version string of the client as an integer. ; <class 'str'>  %(version_major)%(version_minor)%(version_revision)%(version_release) ; <class 'str'> Client.version_numeric ; <class 'str'>
948,"config_lib,DEFINE_list","Client.plugins ; <class 'str'>, List_value ; List",,D:\Testing\google\grr\grr\config\client.py,DEFINE_list,2,config_lib, List_value ; List Client.plugins ; <class 'str'>
949,"config_lib,DEFINE_string","Client.config_hive ; <class 'str'>, HKEY_LOCAL_MACHINE ; <class 'str'>",,D:\Testing\google\grr\grr\config\client.py,DEFINE_string,2,config_lib, HKEY_LOCAL_MACHINE ; <class 'str'> Client.config_hive ; <class 'str'>
950,"config_lib,DEFINE_string","Client.config_key ; <class 'str'>, Software\\GRR ; <class 'str'>",,D:\Testing\google\grr\grr\config\client.py,DEFINE_string,2,config_lib, Software\\GRR ; <class 'str'> Client.config_key ; <class 'str'>
951,"config_lib,DEFINE_semantic","<ast.Name object at 0x000001C89778E550> ; <class 'ast.Name'>, Client.private_key ; <class 'str'>",,D:\Testing\google\grr\grr\config\client.py,DEFINE_semantic,2,config_lib, Client.private_key ; <class 'str'> <ast.Name object at 0x000001C89778E550> ; <class 'ast.Name'>
952,"config_lib,DEFINE_semantic","<ast.Name object at 0x000001C89778EC40> ; <class 'ast.Name'>, CA.certificate ; <class 'str'>",,D:\Testing\google\grr\grr\config\client.py,DEFINE_semantic,2,config_lib, CA.certificate ; <class 'str'> <ast.Name object at 0x000001C89778EC40> ; <class 'ast.Name'>
953,"config_lib,DEFINE_semantic","<ast.Name object at 0x000001C89778EE80> ; <class 'ast.Name'>, Client.executable_signing_public_key ; <class 'str'>",,D:\Testing\google\grr\grr\config\client.py,DEFINE_semantic,2,config_lib, Client.executable_signing_public_key ; <class 'str'> <ast.Name object at 0x000001C89778EE80> ; <class 'ast.Name'>
954,"config_lib,DEFINE_semantic","<ast.Name object at 0x000001C89778E700> ; <class 'ast.Name'>, PrivateKeys.executable_signing_private_key ; <class 'str'>",,D:\Testing\google\grr\grr\config\client.py,DEFINE_semantic,2,config_lib, PrivateKeys.executable_signing_private_key ; <class 'str'> <ast.Name object at 0x000001C89778E700> ; <class 'ast.Name'>
955,"config_lib,DEFINE_semantic","<ast.Name object at 0x000001C89778E130> ; <class 'ast.Name'>, Client.driver_signing_public_key ; <class 'str'>",,D:\Testing\google\grr\grr\config\client.py,DEFINE_semantic,2,config_lib, Client.driver_signing_public_key ; <class 'str'> <ast.Name object at 0x000001C89778E130> ; <class 'ast.Name'>
956,"config_lib,DEFINE_semantic","<ast.Name object at 0x000001C89778E7F0> ; <class 'ast.Name'>, PrivateKeys.driver_signing_private_key ; <class 'str'>",,D:\Testing\google\grr\grr\config\client.py,DEFINE_semantic,2,config_lib, PrivateKeys.driver_signing_private_key ; <class 'str'> <ast.Name object at 0x000001C89778E7F0> ; <class 'ast.Name'>
957,"config_lib,DEFINE_integer","Client.server_serial_number ; <class 'str'>, 0 ; <class 'int'>, Minimal serial number we accept for server cert. ; <class 'str'>",,D:\Testing\google\grr\grr\config\client.py,DEFINE_integer,3,config_lib, Minimal serial number we accept for server cert. ; <class 'str'>  0 ; <class 'int'> Client.server_serial_number ; <class 'str'>
958,"config_lib,DEFINE_integer","Client.gc_frequency ; <class 'str'>, 10 ; <class 'int'>, Defines how often the client calls garbage collection (seconds). ; <class 'str'>",,D:\Testing\google\grr\grr\config\client.py,DEFINE_integer,3,config_lib, Defines how often the client calls garbage collection (seconds). ; <class 'str'>  10 ; <class 'int'> Client.gc_frequency ; <class 'str'>
959,"config_lib,DEFINE_string","Nanny.child_binary ; <class 'str'>, GRR.exe ; <class 'str'>",,D:\Testing\google\grr\grr\config\client.py,DEFINE_string,2,config_lib, GRR.exe ; <class 'str'> Nanny.child_binary ; <class 'str'>
960,"config_lib,DEFINE_string","Nanny.child_command_line ; <class 'str'>, %(Nanny.child_binary) ; <class 'str'>",,D:\Testing\google\grr\grr\config\client.py,DEFINE_string,2,config_lib, %(Nanny.child_binary) ; <class 'str'> Nanny.child_command_line ; <class 'str'>
961,"config_lib,DEFINE_string","Nanny.logfile ; <class 'str'>, %(Logging.path)/nanny.log ; <class 'str'>, The file where we write the nanny transaction log. ; <class 'str'>",,D:\Testing\google\grr\grr\config\client.py,DEFINE_string,3,config_lib, The file where we write the nanny transaction log. ; <class 'str'>  %(Logging.path)/nanny.log ; <class 'str'> Nanny.logfile ; <class 'str'>
962,"config_lib,DEFINE_string","Nanny.service_name ; <class 'str'>, GRR Service ; <class 'str'>",,D:\Testing\google\grr\grr\config\client.py,DEFINE_string,2,config_lib, GRR Service ; <class 'str'> Nanny.service_name ; <class 'str'>
963,"config_lib,DEFINE_string","Nanny.service_description ; <class 'str'>, GRR Service ; <class 'str'>",,D:\Testing\google\grr\grr\config\client.py,DEFINE_string,2,config_lib, GRR Service ; <class 'str'> Nanny.service_description ; <class 'str'>
964,"config_lib,DEFINE_string","Nanny.service_key ; <class 'str'>, %(Client.config_key) ; <class 'str'>",,D:\Testing\google\grr\grr\config\client.py,DEFINE_string,2,config_lib, %(Client.config_key) ; <class 'str'> Nanny.service_key ; <class 'str'>
965,"config_lib,DEFINE_string","Nanny.service_key_hive ; <class 'str'>, %(Client.config_hive) ; <class 'str'>",,D:\Testing\google\grr\grr\config\client.py,DEFINE_string,2,config_lib, %(Client.config_hive) ; <class 'str'> Nanny.service_key_hive ; <class 'str'>
966,"config_lib,DEFINE_string","Nanny.statusfile ; <class 'str'>, %(Logging.path)/nanny.status ; <class 'str'>, The file where we write the nanny status. ; <class 'str'>",,D:\Testing\google\grr\grr\config\client.py,DEFINE_string,3,config_lib, The file where we write the nanny status. ; <class 'str'>  %(Logging.path)/nanny.status ; <class 'str'> Nanny.statusfile ; <class 'str'>
967,"config_lib,DEFINE_string","Nanny.status ; <class 'str'>,  ; <class 'str'>, The regkey where we write the nanny status. ; <class 'str'>",,D:\Testing\google\grr\grr\config\client.py,DEFINE_string,3,config_lib, The regkey where we write the nanny status. ; <class 'str'>   ; <class 'str'> Nanny.status ; <class 'str'>
968,"config_lib,DEFINE_string","Nanny.binary ; <class 'str'>, %(Client.install_path)\\%(service_binary_name) ; <class 'str'>",,D:\Testing\google\grr\grr\config\client.py,DEFINE_string,2,config_lib, %(Client.install_path)\\%(service_binary_name) ; <class 'str'> Nanny.binary ; <class 'str'>
969,"config_lib,DEFINE_string","Nanny.service_binary_name ; <class 'str'>, %(Client.name)service.exe ; <class 'str'>",,D:\Testing\google\grr\grr\config\client.py,DEFINE_string,2,config_lib, %(Client.name)service.exe ; <class 'str'> Nanny.service_binary_name ; <class 'str'>
970,"config_lib,DEFINE_integer","Nanny.unresponsive_kill_period ; <class 'str'>, 60 ; <class 'int'>, The time in seconds after which the nanny kills us. ; <class 'str'>",,D:\Testing\google\grr\grr\config\client.py,DEFINE_integer,3,config_lib, The time in seconds after which the nanny kills us. ; <class 'str'>  60 ; <class 'int'> Nanny.unresponsive_kill_period ; <class 'str'>
971,"config_lib,DEFINE_integer","Network.api ; <class 'str'>, 3 ; <class 'int'>, The version of the network protocol the client uses. ; <class 'str'>",,D:\Testing\google\grr\grr\config\client.py,DEFINE_integer,3,config_lib, The version of the network protocol the client uses. ; <class 'str'>  3 ; <class 'int'> Network.api ; <class 'str'>
974,"config_lib,DEFINE_list","Installer.old_key_map ; <class 'str'>, List_value ; List, 
A mapping of old registry values which will be copied to new values. The old
value location must start with a valid hive name, followed by a key name, and
end with the value name. The source location must be separated from the new
parameter name by a -> symbol.

This setting allows to carry over settings from obsolete client installations to
newer versions of the client which may store the same information in other
locations.

For example:

  HKEY_LOCAL_MACHINE\Software\GRR\certificate -> Client.private_key
 ; <class 'str'>",,D:\Testing\google\grr\grr\config\client.py,DEFINE_list,5,config_lib," and
end with the value name. The source location must be separated from the new
parameter name by a -> symbol.

This setting allows to carry over settings from obsolete client installations to
newer versions of the client which may store the same information in other
locations.

For example:

  HKEY_LOCAL_MACHINE\Software\GRR\certificate -> Client.private_key
 ; <class 'str'>  followed by a key name  
A mapping of old registry values which will be copied to new values. The old
value location must start with a valid hive name  List_value ; List Installer.old_key_map ; <class 'str'>"
1004,"config_lib,DEFINE_integer","Dataserver.stats_frequency ; <class 'str'>, 60 ; <class 'int'>, Time interval in seconds for data server statistics updates ; <class 'str'>",,D:\Testing\google\grr\grr\config\data_server.py,DEFINE_integer,3,config_lib, Time interval in seconds for data server statistics updates ; <class 'str'>  60 ; <class 'int'> Dataserver.stats_frequency ; <class 'str'>
1005,"config_lib,DEFINE_list","Dataserver.server_list ; <class 'str'>, List_value ; List, List of allowed data servers (first is the master). ; <class 'str'>",,D:\Testing\google\grr\grr\config\data_server.py,DEFINE_list,3,config_lib, List of allowed data servers (first is the master). ; <class 'str'>  List_value ; List Dataserver.server_list ; <class 'str'>
1006,"config_lib,DEFINE_integer","Dataserver.max_connections ; <class 'str'>, 5 ; <class 'int'>, Maximum number of connections to the data server per process. ; <class 'str'>",,D:\Testing\google\grr\grr\config\data_server.py,DEFINE_integer,3,config_lib, Maximum number of connections to the data server per process. ; <class 'str'>  5 ; <class 'int'> Dataserver.max_connections ; <class 'str'>
1007,"config_lib,DEFINE_integer","Dataserver.port ; <class 'str'>, 7000 ; <class 'int'>, Port for a specific data server. ; <class 'str'>",,D:\Testing\google\grr\grr\config\data_server.py,DEFINE_integer,3,config_lib, Port for a specific data server. ; <class 'str'>  7000 ; <class 'int'> Dataserver.port ; <class 'str'>
1008,"config_lib,DEFINE_list","Dataserver.client_credentials ; <class 'str'>, List_value ; List, List of data server client credentials, given as <username>:<password>:<mode> where mode is r or rw. ; <class 'str'>",,D:\Testing\google\grr\grr\config\data_server.py,DEFINE_list,4,config_lib, given as <username>:<password>:<mode> where mode is r or rw. ; <class 'str'>  List of data server client credentials  List_value ; List Dataserver.client_credentials ; <class 'str'>
1009,"config_lib,DEFINE_string","Dataserver.server_username ; <class 'str'>, server ; <class 'str'>, Username for servers. ; <class 'str'>",,D:\Testing\google\grr\grr\config\data_server.py,DEFINE_string,3,config_lib, Username for servers. ; <class 'str'>  server ; <class 'str'> Dataserver.server_username ; <class 'str'>
1010,"config_lib,DEFINE_string","Dataserver.server_password ; <class 'str'>, server ; <class 'str'>, Password for servers. ; <class 'str'>",,D:\Testing\google\grr\grr\config\data_server.py,DEFINE_string,3,config_lib, Password for servers. ; <class 'str'>  server ; <class 'str'> Dataserver.server_password ; <class 'str'>
1011,"config_lib,DEFINE_string","Logging.domain ; <class 'str'>, localhost ; <class 'str'>, The email domain belonging to this installation. Leave blank to not restrict email to this domain ; <class 'str'>",,D:\Testing\google\grr\grr\config\logging.py,DEFINE_string,3,config_lib, The email domain belonging to this installation. Leave blank to not restrict email to this domain ; <class 'str'>  localhost ; <class 'str'> Logging.domain ; <class 'str'>
1012,"config_lib,DEFINE_list","Logging.engines ; <class 'str'>, List_value ; List, Enabled logging engines. Valid values are combinations of stderr,file,syslog,event_log. ; <class 'str'>",,D:\Testing\google\grr\grr\config\logging.py,DEFINE_list,6,config_lib,event_log. ; <class 'str'> syslog file  Enabled logging engines. Valid values are combinations of stderr  List_value ; List Logging.engines ; <class 'str'>
1013,"config_lib,DEFINE_bool","Logging.verbose ; <class 'str'>, False ; <class 'bool'>",,D:\Testing\google\grr\grr\config\logging.py,DEFINE_bool,2,config_lib, False ; <class 'bool'> Logging.verbose ; <class 'str'>
