,M_Call_Name,M_Call_Arg,Receiver_var,File_Name,MethodName,M_Call_Arg_len,Swap_arg_listing,MethodClass
416,getattr,"settings ; <class 'str'>, BLOG_ENABLE_BLOGS ; <class 'str'>, True ; <class 'bool'>",ENABLE_BLOGS,D:\Testing\ilblackdragon\django-blogs\blog\settings.py,getattr,3, True ; <class 'bool'>  BLOG_ENABLE_BLOGS ; <class 'str'> settings ; <class 'str'>,
417,patterns,"blog.views ; <class 'str'>, , , , , , , ",urlpatterns,D:\Testing\ilblackdragon\django-blogs\blog\urls.py,patterns,8,blog.views ; <class 'str'>,
419,getattr,"settings ; <class 'str'>, THEMES_MANAGER ; <class 'str'>, None ; <class 'NoneType'>",THEMES_MANAGER,D:\Testing\ilblackdragon\django-themes\themes\context_processors.py,getattr,3, None ; <class 'NoneType'>  THEMES_MANAGER ; <class 'str'> settings ; <class 'str'>,
420,getattr,"settings ; <class 'str'>, DEBUG_THEME ; <class 'str'>, False ; <class 'bool'>",DEBUG_THEME,D:\Testing\ilblackdragon\django-themes\themes\core.py,getattr,3, False ; <class 'bool'>  DEBUG_THEME ; <class 'str'> settings ; <class 'str'>,
421,getattr,"settings ; <class 'str'>, THEMES_BASE_TEMPLATE_DIR ; <class 'str'>, default ; <class 'str'>",BASE_TEMPLATE_DIR,D:\Testing\ilblackdragon\django-themes\themes\core.py,getattr,3, default ; <class 'str'>  THEMES_BASE_TEMPLATE_DIR ; <class 'str'> settings ; <class 'str'>,
425,"GafferScene,Displays,registerDisplay","AOVs/beauty ; <class 'str'>, ",,D:\Testing\ImageEngine\gaffer\contrib\bt\startup\gui\displays.py,registerDisplay,2,AOVs/beauty ; <class 'str'>,GafferScene
426,"GafferScene,Displays,registerDisplay","AOVs/diffuse ; <class 'str'>, ",,D:\Testing\ImageEngine\gaffer\contrib\bt\startup\gui\displays.py,registerDisplay,2,AOVs/diffuse ; <class 'str'>,GafferScene
427,"GafferScene,Displays,registerDisplay","AOVs/specular ; <class 'str'>, ",,D:\Testing\ImageEngine\gaffer\contrib\bt\startup\gui\displays.py,registerDisplay,2,AOVs/specular ; <class 'str'>,GafferScene
428,"GafferScene,Displays,registerDisplay","AOVs/indirectDiffuse ; <class 'str'>, ",,D:\Testing\ImageEngine\gaffer\contrib\bt\startup\gui\displays.py,registerDisplay,2,AOVs/indirectDiffuse ; <class 'str'>,GafferScene
429,"GafferScene,Displays,registerDisplay","AOVs/indirectSpecular ; <class 'str'>, ",,D:\Testing\ImageEngine\gaffer\contrib\bt\startup\gui\displays.py,registerDisplay,2,AOVs/indirectSpecular ; <class 'str'>,GafferScene
430,open,"./licenses_dynamicContent.txt ; <class 'str'>, w ; <class 'str'>",targetDoc,D:\Testing\ImageEngine\gaffer\contrib\doc\GafferLicenses\dynamicContentGenerators\licensesGenerator.py,open,2, w ; <class 'str'> ./licenses_dynamicContent.txt ; <class 'str'>,
435,"GafferUI,DocumentationAlgo,exportLicenseReference","./ ; <class 'str'>, ",,D:\Testing\ImageEngine\gaffer\doc\source\Appendices\License\generate.py,exportLicenseReference,2,./ ; <class 'str'>,GafferUI
439,"Gaffer,Expression,Engine,registerEngine","python ; <class 'str'>, PythonExpressionEngine ; <class 'str'>",,D:\Testing\ImageEngine\gaffer\python\Gaffer\PythonExpressionEngine.py,registerEngine,2, PythonExpressionEngine ; <class 'str'> python ; <class 'str'>,Gaffer
443,"__import__ , loadConfig","GAFFER_STARTUP_PATHS ; <class 'str'>, ",,D:\Testing\ImageEngine\gaffer\python\GafferAppleseed\__init__.py,loadConfig,2,GAFFER_STARTUP_PATHS ; <class 'str'>,__import__
444,"__import__ , loadConfig","GAFFER_STARTUP_PATHS ; <class 'str'>, ",,D:\Testing\ImageEngine\gaffer\python\GafferArnold\__init__.py,loadConfig,2,GAFFER_STARTUP_PATHS ; <class 'str'>,__import__
445,"Gaffer,Metadata,registerValue","light:ai:spot_light ; <class 'str'>, type ; <class 'str'>, spot ; <class 'str'>",,D:\Testing\ImageEngine\gaffer\python\GafferArnoldUI\ArnoldLightUI.py,registerValue,3, spot ; <class 'str'>  type ; <class 'str'> light:ai:spot_light ; <class 'str'>,Gaffer
446,"Gaffer,Metadata,registerValue","light:ai:spot_light ; <class 'str'>, coneAngleParameter ; <class 'str'>, cone_angle ; <class 'str'>",,D:\Testing\ImageEngine\gaffer\python\GafferArnoldUI\ArnoldLightUI.py,registerValue,3, cone_angle ; <class 'str'>  coneAngleParameter ; <class 'str'> light:ai:spot_light ; <class 'str'>,Gaffer
447,"Gaffer,Metadata,registerValue","light:ai:spot_light ; <class 'str'>, penumbraAngleParameter ; <class 'str'>, penumbra_angle ; <class 'str'>",,D:\Testing\ImageEngine\gaffer\python\GafferArnoldUI\ArnoldLightUI.py,registerValue,3, penumbra_angle ; <class 'str'>  penumbraAngleParameter ; <class 'str'> light:ai:spot_light ; <class 'str'>,Gaffer
448,"Gaffer,Metadata,registerValue","light:ai:spot_light ; <class 'str'>, penumbraType ; <class 'str'>, inset ; <class 'str'>",,D:\Testing\ImageEngine\gaffer\python\GafferArnoldUI\ArnoldLightUI.py,registerValue,3, inset ; <class 'str'>  penumbraType ; <class 'str'> light:ai:spot_light ; <class 'str'>,Gaffer
449,"Gaffer,Metadata,registerValue","light:ai:spot_light ; <class 'str'>, intensityParameter ; <class 'str'>, intensity ; <class 'str'>",,D:\Testing\ImageEngine\gaffer\python\GafferArnoldUI\ArnoldLightUI.py,registerValue,3, intensity ; <class 'str'>  intensityParameter ; <class 'str'> light:ai:spot_light ; <class 'str'>,Gaffer
450,"Gaffer,Metadata,registerValue","light:ai:spot_light ; <class 'str'>, exposureParameter ; <class 'str'>, exposure ; <class 'str'>",,D:\Testing\ImageEngine\gaffer\python\GafferArnoldUI\ArnoldLightUI.py,registerValue,3, exposure ; <class 'str'>  exposureParameter ; <class 'str'> light:ai:spot_light ; <class 'str'>,Gaffer
451,"Gaffer,Metadata,registerValue","light:ai:spot_light ; <class 'str'>, colorParameter ; <class 'str'>, color ; <class 'str'>",,D:\Testing\ImageEngine\gaffer\python\GafferArnoldUI\ArnoldLightUI.py,registerValue,3, color ; <class 'str'>  colorParameter ; <class 'str'> light:ai:spot_light ; <class 'str'>,Gaffer
452,"Gaffer,Metadata,registerValue","light:ai:point_light ; <class 'str'>, type ; <class 'str'>, point ; <class 'str'>",,D:\Testing\ImageEngine\gaffer\python\GafferArnoldUI\ArnoldLightUI.py,registerValue,3, point ; <class 'str'>  type ; <class 'str'> light:ai:point_light ; <class 'str'>,Gaffer
453,"Gaffer,Metadata,registerValue","light:ai:point_light ; <class 'str'>, intensityParameter ; <class 'str'>, intensity ; <class 'str'>",,D:\Testing\ImageEngine\gaffer\python\GafferArnoldUI\ArnoldLightUI.py,registerValue,3, intensity ; <class 'str'>  intensityParameter ; <class 'str'> light:ai:point_light ; <class 'str'>,Gaffer
454,"Gaffer,Metadata,registerValue","light:ai:point_light ; <class 'str'>, exposureParameter ; <class 'str'>, exposure ; <class 'str'>",,D:\Testing\ImageEngine\gaffer\python\GafferArnoldUI\ArnoldLightUI.py,registerValue,3, exposure ; <class 'str'>  exposureParameter ; <class 'str'> light:ai:point_light ; <class 'str'>,Gaffer
455,"Gaffer,Metadata,registerValue","light:ai:point_light ; <class 'str'>, colorParameter ; <class 'str'>, color ; <class 'str'>",,D:\Testing\ImageEngine\gaffer\python\GafferArnoldUI\ArnoldLightUI.py,registerValue,3, color ; <class 'str'>  colorParameter ; <class 'str'> light:ai:point_light ; <class 'str'>,Gaffer
456,"Gaffer,Metadata,registerValue","light:ai:distant_light ; <class 'str'>, type ; <class 'str'>, distant ; <class 'str'>",,D:\Testing\ImageEngine\gaffer\python\GafferArnoldUI\ArnoldLightUI.py,registerValue,3, distant ; <class 'str'>  type ; <class 'str'> light:ai:distant_light ; <class 'str'>,Gaffer
457,"Gaffer,Metadata,registerValue","light:ai:distant_light ; <class 'str'>, intensityParameter ; <class 'str'>, intensity ; <class 'str'>",,D:\Testing\ImageEngine\gaffer\python\GafferArnoldUI\ArnoldLightUI.py,registerValue,3, intensity ; <class 'str'>  intensityParameter ; <class 'str'> light:ai:distant_light ; <class 'str'>,Gaffer
458,"Gaffer,Metadata,registerValue","light:ai:distant_light ; <class 'str'>, exposureParameter ; <class 'str'>, exposure ; <class 'str'>",,D:\Testing\ImageEngine\gaffer\python\GafferArnoldUI\ArnoldLightUI.py,registerValue,3, exposure ; <class 'str'>  exposureParameter ; <class 'str'> light:ai:distant_light ; <class 'str'>,Gaffer
459,"Gaffer,Metadata,registerValue","light:ai:distant_light ; <class 'str'>, colorParameter ; <class 'str'>, color ; <class 'str'>",,D:\Testing\ImageEngine\gaffer\python\GafferArnoldUI\ArnoldLightUI.py,registerValue,3, color ; <class 'str'>  colorParameter ; <class 'str'> light:ai:distant_light ; <class 'str'>,Gaffer
460,"Gaffer,Metadata,registerNode","<ast.Name object at 0x000002B019939160> ; <class 'ast.Name'>, description ; <class 'str'>, 
	Performs offline batch rendering using the
	Arnold renderer. This is done in two phases -
	first a .ass file is generated and then Arnold
	is invoked to render it. Note though that the .ass
	file is lightweight, and contains little more than
	a procedural which will use Gaffer to generate the
	scene at render time.
	 ; <class 'str'>",,D:\Testing\ImageEngine\gaffer\python\GafferArnoldUI\ArnoldRenderUI.py,registerNode,4," and contains little more than
	a procedural which will use Gaffer to generate the
	scene at render time.
	 ; <class 'str'>  
	Performs offline batch rendering using the
	Arnold renderer. This is done in two phases -
	first a .ass file is generated and then Arnold
	is invoked to render it. Note though that the .ass
	file is lightweight  description ; <class 'str'> <ast.Name object at 0x000002B019939160> ; <class 'ast.Name'>",Gaffer
461,"GafferCortex,ParameterHandler,registerParameterHandler","<ast.Name object at 0x000002B0198C1A00> ; <class 'ast.Name'>, ClassParameterHandler ; <class 'str'>",,D:\Testing\ImageEngine\gaffer\python\GafferCortex\ClassParameterHandler.py,registerParameterHandler,2, ClassParameterHandler ; <class 'str'> <ast.Name object at 0x000002B0198C1A00> ; <class 'ast.Name'>,GafferCortex
465,"GafferCortexUI,ParameterValueWidget,registerType","<ast.Name object at 0x000002B0197E2160> ; <class 'ast.Name'>, CompoundParameterValueWidget ; <class 'str'>",,D:\Testing\ImageEngine\gaffer\python\GafferCortexUI\CompoundParameterValueWidget.py,registerType,2, CompoundParameterValueWidget ; <class 'str'> <ast.Name object at 0x000002B0197E2160> ; <class 'ast.Name'>,GafferCortexUI
466,"GafferUI,PathPreviewWidget,registerType","Indexed IO ; <class 'str'>, FileIndexedIOPathPreview ; <class 'str'>",,D:\Testing\ImageEngine\gaffer\python\GafferCortexUI\FileIndexedIOPathPreview.py,registerType,2, FileIndexedIOPathPreview ; <class 'str'> Indexed IO ; <class 'str'>,GafferUI
467,"GafferCortexUI,ParameterValueWidget,registerType","<ast.Name object at 0x000002B0197FEE80> ; <class 'ast.Name'>, FileSequenceVectorParameterValueWidget ; <class 'str'>",,D:\Testing\ImageEngine\gaffer\python\GafferCortexUI\FileSequenceVectorParameterValueWidget.py,registerType,2, FileSequenceVectorParameterValueWidget ; <class 'str'> <ast.Name object at 0x000002B0197FEE80> ; <class 'ast.Name'>,GafferCortexUI
468,"Gaffer,Metadata,registerNode","<ast.Name object at 0x000002B019939FD0> ; <class 'ast.Name'>, description ; <class 'str'>, 
	Loads objects from disk using the readers provided by
	the Cortex project. In most cases it is preferable to
	use a dedicated SceneReader or ImageReader instead of
	this node.
	 ; <class 'str'>",,D:\Testing\ImageEngine\gaffer\python\GafferCortexUI\ObjectReaderUI.py,registerNode,3," 
	Loads objects from disk using the readers provided by
	the Cortex project. In most cases it is preferable to
	use a dedicated SceneReader or ImageReader instead of
	this node.
	 ; <class 'str'>  description ; <class 'str'> <ast.Name object at 0x000002B019939FD0> ; <class 'ast.Name'>",Gaffer
469,"GafferUI,PlugValueWidget,registerCreator","<ast.Name object at 0x000002B0197FEA90> ; <class 'ast.Name'>, parameters ; <class 'str'>, __createParameterWidget ; <class 'str'>",,D:\Testing\ImageEngine\gaffer\python\GafferCortexUI\ObjectReaderUI.py,registerCreator,3, __createParameterWidget ; <class 'str'>  parameters ; <class 'str'> <ast.Name object at 0x000002B0197FEA90> ; <class 'ast.Name'>,GafferUI
470,"Gaffer,Metadata,registerNode","<ast.Name object at 0x000002B019AC4820> ; <class 'ast.Name'>, description ; <class 'str'>, 
	Hosts Cortex Ops, allowing them to take part
	in computations performed in Gaffer's dependency
	graph. For hosting Ops which create files, the
	ExecutableOpHolder is probably more appropriate.
	 ; <class 'str'>",,D:\Testing\ImageEngine\gaffer\python\GafferCortexUI\OpHolderUI.py,registerNode,5," the
	ExecutableOpHolder is probably more appropriate.
	 ; <class 'str'>  allowing them to take part
	in computations performed in Gaffer's dependency
	graph. For hosting Ops which create files  
	Hosts Cortex Ops  description ; <class 'str'> <ast.Name object at 0x000002B019AC4820> ; <class 'ast.Name'>",Gaffer
471,"GafferUI,PathPreviewWidget,registerType","Op ; <class 'str'>, OpPathPreview ; <class 'str'>",,D:\Testing\ImageEngine\gaffer\python\GafferCortexUI\OpPathPreview.py,registerType,2, OpPathPreview ; <class 'str'> Op ; <class 'str'>,GafferUI
472,"GafferCortexUI,ParameterValueWidget,registerType","<ast.Name object at 0x000002B0197E2130> ; <class 'ast.Name'>, PathVectorParameterValueWidget ; <class 'str'>",,D:\Testing\ImageEngine\gaffer\python\GafferCortexUI\PathVectorParameterValueWidget.py,registerType,2, PathVectorParameterValueWidget ; <class 'str'> <ast.Name object at 0x000002B0197E2130> ; <class 'ast.Name'>,GafferCortexUI
473,"GafferCortexUI,ParameterValueWidget,registerType","<ast.Name object at 0x000002B019800760> ; <class 'ast.Name'>, PresetsOnlyParameterValueWidget ; <class 'str'>, presets ; <class 'str'>",,D:\Testing\ImageEngine\gaffer\python\GafferCortexUI\PresetsOnlyParameterValueWidget.py,registerType,3, presets ; <class 'str'>  PresetsOnlyParameterValueWidget ; <class 'str'> <ast.Name object at 0x000002B019800760> ; <class 'ast.Name'>,GafferCortexUI
474,"GafferCortexUI,ParameterValueWidget,registerType","<ast.Name object at 0x000002B01986EBE0> ; <class 'ast.Name'>, StringParameterValueWidget ; <class 'str'>",,D:\Testing\ImageEngine\gaffer\python\GafferCortexUI\StringParameterValueWidget.py,registerType,2, StringParameterValueWidget ; <class 'str'> <ast.Name object at 0x000002B01986EBE0> ; <class 'ast.Name'>,GafferCortexUI
479,"__import__ , loadConfig","GAFFER_STARTUP_PATHS ; <class 'str'>, ",,D:\Testing\ImageEngine\gaffer\python\GafferDispatch\__init__.py,loadConfig,2,GAFFER_STARTUP_PATHS ; <class 'str'>,__import__
482,"Gaffer,Metadata,registerNode","<ast.Name object at 0x000002B019936F10> ; <class 'ast.Name'>, description ; <class 'str'>, 
	Runs system commands via a shell.
	 ; <class 'str'>",,D:\Testing\ImageEngine\gaffer\python\GafferDispatchUI\SystemCommandUI.py,registerNode,3," 
	Runs system commands via a shell.
	 ; <class 'str'>  description ; <class 'str'> <ast.Name object at 0x000002B019936F10> ; <class 'ast.Name'>",Gaffer
483,"Gaffer,Metadata,registerNode","<ast.Name object at 0x000002B019882730> ; <class 'ast.Name'>, description ; <class 'str'>, 
	Adds variables which can be referenced by upstream expressions.
	 ; <class 'str'>",,D:\Testing\ImageEngine\gaffer\python\GafferDispatchUI\TaskContextVariablesUI.py,registerNode,3," 
	Adds variables which can be referenced by upstream expressions.
	 ; <class 'str'>  description ; <class 'str'> <ast.Name object at 0x000002B019882730> ; <class 'ast.Name'>",Gaffer
485,"__import__ , loadConfig","GAFFER_STARTUP_PATHS ; <class 'str'>, ",,D:\Testing\ImageEngine\gaffer\python\GafferDispatchUI\__init__.py,loadConfig,2,GAFFER_STARTUP_PATHS ; <class 'str'>,__import__
486,"Gaffer,Metadata,registerNode","<ast.Name object at 0x000002B019AE4310> ; <class 'ast.Name'>, description ; <class 'str'>, 
	Applies a gaussian blur to the image.
	 ; <class 'str'>",,D:\Testing\ImageEngine\gaffer\python\GafferImageUI\BlurUI.py,registerNode,3," 
	Applies a gaussian blur to the image.
	 ; <class 'str'>  description ; <class 'str'> <ast.Name object at 0x000002B019AE4310> ; <class 'ast.Name'>",Gaffer
487,"GafferUI,PlugValueWidget,registerType","<ast.Name object at 0x000002B019AE4B50> ; <class 'ast.Name'>, ChannelMaskPlugValueWidget ; <class 'str'>",,D:\Testing\ImageEngine\gaffer\python\GafferImageUI\ChannelMaskPlugValueWidget.py,registerType,2, ChannelMaskPlugValueWidget ; <class 'str'> <ast.Name object at 0x000002B019AE4B50> ; <class 'ast.Name'>,GafferUI
488,"Gaffer,Metadata,registerNode","<ast.Name object at 0x000002B01990F4C0> ; <class 'ast.Name'>, description ; <class 'str'>, 
	Clamps channel values so that they fit within a specified
	range. Clamping is performed for each channel individually,
	and out-of-range colours may be highlighted by setting them
	to a value different to the clamp threshold itself.
	 ; <class 'str'>",,D:\Testing\ImageEngine\gaffer\python\GafferImageUI\ClampUI.py,registerNode,4,"
	and out-of-range colours may be highlighted by setting them
	to a value different to the clamp threshold itself.
	 ; <class 'str'>  
	Clamps channel values so that they fit within a specified
	range. Clamping is performed for each channel individually  description ; <class 'str'> <ast.Name object at 0x000002B01990F4C0> ; <class 'ast.Name'>",Gaffer
489,"Gaffer,Metadata,registerNode","<ast.Name object at 0x000002B01996E730> ; <class 'ast.Name'>, description ; <class 'str'>, 
	Applies colour transformations provided by
	OpenColorIO. Configs are loaded from the
	configuration specified by the OCIO environment
	variable.
	 ; <class 'str'>",,D:\Testing\ImageEngine\gaffer\python\GafferImageUI\ColorSpaceUI.py,registerNode,3," 
	Applies colour transformations provided by
	OpenColorIO. Configs are loaded from the
	configuration specified by the OCIO environment
	variable.
	 ; <class 'str'>  description ; <class 'str'> <ast.Name object at 0x000002B01996E730> ; <class 'ast.Name'>",Gaffer
490,"Gaffer,Metadata,registerNode","<ast.Name object at 0x000002B019BAA520> ; <class 'ast.Name'>, description ; <class 'str'>, 
	Modifies the Data and/or Display Window, in a way that is
	either user-defined, or can be driven by the existing Data
	or Display Window.
	 ; <class 'str'>, layout:activator:areaSourceIsArea ; <class 'str'>, , layout:activator:areaSourceIsFormat ; <class 'str'>, , layout:activator:affectDisplayWindowIsOn ; <class 'str'>, , layout:activator:areaSourceIsFormatAndAffectDisplayWindowIsOn ; <class 'str'>, ",,D:\Testing\ImageEngine\gaffer\python\GafferImageUI\CropUI.py,registerNode,13," layout:activator:areaSourceIsFormatAndAffectDisplayWindowIsOn ; <class 'str'>    layout:activator:affectDisplayWindowIsOn ; <class 'str'>    layout:activator:areaSourceIsFormat ; <class 'str'>    layout:activator:areaSourceIsArea ; <class 'str'>  or can be driven by the existing Data
	or Display Window.
	 ; <class 'str'>  in a way that is
	either user-defined  
	Modifies the Data and/or Display Window  description ; <class 'str'> <ast.Name object at 0x000002B019BAA520> ; <class 'ast.Name'>",Gaffer
491,"Gaffer,Metadata,registerNode","<ast.Name object at 0x000002B0197E0790> ; <class 'ast.Name'>, description ; <class 'str'>, 
	Deletes metadata entries from an image based on name.
	 ; <class 'str'>",,D:\Testing\ImageEngine\gaffer\python\GafferImageUI\DeleteImageMetadataUI.py,registerNode,3," 
	Deletes metadata entries from an image based on name.
	 ; <class 'str'>  description ; <class 'str'> <ast.Name object at 0x000002B0197E0790> ; <class 'ast.Name'>",Gaffer
492,"Gaffer,Metadata,registerNode","<ast.Name object at 0x000002B0197BB9A0> ; <class 'ast.Name'>, description ; <class 'str'>, 
	Interactively displays images as they are rendered.

	This node runs a server on a background thread,
	allowing it to receive images from both local and
	remote render processes. To set up a render to
	output to the Display node, use an Outputs node with
	an Interactive output configured to render to the
	same port as is specified on the Display node.
	 ; <class 'str'>",,D:\Testing\ImageEngine\gaffer\python\GafferImageUI\DisplayUI.py,registerNode,5," use an Outputs node with
	an Interactive output configured to render to the
	same port as is specified on the Display node.
	 ; <class 'str'> 
	allowing it to receive images from both local and
	remote render processes. To set up a render to
	output to the Display node  
	Interactively displays images as they are rendered.

	This node runs a server on a background thread  description ; <class 'str'> <ast.Name object at 0x000002B0197BB9A0> ; <class 'ast.Name'>",Gaffer
493,"GafferUI,PlugValueWidget,registerType","<ast.Name object at 0x000002B0198869D0> ; <class 'ast.Name'>, FormatPlugValueWidget ; <class 'str'>",,D:\Testing\ImageEngine\gaffer\python\GafferImageUI\FormatPlugValueWidget.py,registerType,2, FormatPlugValueWidget ; <class 'str'> <ast.Name object at 0x000002B0198869D0> ; <class 'ast.Name'>,GafferUI
494,"Gaffer,Metadata,registerNode","<ast.Name object at 0x000002B019886C10> ; <class 'ast.Name'>, description ; <class 'str'>, 
	Defines variables which can be referenced by upstream expressions.
	 ; <class 'str'>",,D:\Testing\ImageEngine\gaffer\python\GafferImageUI\ImageContextVariablesUI.py,registerNode,3," 
	Defines variables which can be referenced by upstream expressions.
	 ; <class 'str'>  description ; <class 'str'> <ast.Name object at 0x000002B019886C10> ; <class 'ast.Name'>",Gaffer
495,"Gaffer,Metadata,registerNode","<ast.Name object at 0x000002B019B77CA0> ; <class 'ast.Name'>, description ; <class 'str'>, 
	Applies a user defined processing loop to an image. The content
	of the loop is defined by the node network placed between the
	previous and next plugs. The input image is sent around this
	loop for a set number of iterations and then emerges as the
	output image.
	 ; <class 'str'>",,D:\Testing\ImageEngine\gaffer\python\GafferImageUI\ImageLoopUI.py,registerNode,3," 
	Applies a user defined processing loop to an image. The content
	of the loop is defined by the node network placed between the
	previous and next plugs. The input image is sent around this
	loop for a set number of iterations and then emerges as the
	output image.
	 ; <class 'str'>  description ; <class 'str'> <ast.Name object at 0x000002B019B77CA0> ; <class 'ast.Name'>",Gaffer
496,"Gaffer,Metadata,registerNode","<ast.Name object at 0x000002B0197FD160> ; <class 'ast.Name'>, description ; <class 'str'>, 
	Samples image colour at a specified pixel location.
	 ; <class 'str'>",,D:\Testing\ImageEngine\gaffer\python\GafferImageUI\ImageSamplerUI.py,registerNode,3," 
	Samples image colour at a specified pixel location.
	 ; <class 'str'>  description ; <class 'str'> <ast.Name object at 0x000002B0197FD160> ; <class 'ast.Name'>",Gaffer
497,"Gaffer,Metadata,registerNode","<ast.Name object at 0x000002B01996A1F0> ; <class 'ast.Name'>, description ; <class 'str'>, 
	Calculates minimum, maximum and average colours for a region of
	an image. These outputs can then be used to drive other plugs
	within the node graph.
	 ; <class 'str'>",,D:\Testing\ImageEngine\gaffer\python\GafferImageUI\ImageStatsUI.py,registerNode,4," maximum and average colours for a region of
	an image. These outputs can then be used to drive other plugs
	within the node graph.
	 ; <class 'str'>  
	Calculates minimum  description ; <class 'str'> <ast.Name object at 0x000002B01996A1F0> ; <class 'ast.Name'>",Gaffer
498,"Gaffer,Metadata,registerNode","<ast.Name object at 0x000002B019803D00> ; <class 'ast.Name'>, description ; <class 'str'>, 
	Scales, rotates and translates an image within its display window.
	Note that although the format is not changed, the data window is
	expanded to include the portions of the image which have been
	transformed outside of the display window, and these out-of-frame
	pixels can still be used by downstream nodes.
	 ; <class 'str'>",,D:\Testing\ImageEngine\gaffer\python\GafferImageUI\ImageTransformUI.py,registerNode,6," and these out-of-frame
	pixels can still be used by downstream nodes.
	 ; <class 'str'>  the data window is
	expanded to include the portions of the image which have been
	transformed outside of the display window  rotates and translates an image within its display window.
	Note that although the format is not changed  
	Scales  description ; <class 'str'> <ast.Name object at 0x000002B019803D00> ; <class 'ast.Name'>",Gaffer
499,"Gaffer,Metadata,registerNode","<ast.Name object at 0x000002B0198C1CA0> ; <class 'ast.Name'>, nodeToolbar:bottom:type ; <class 'str'>, GafferUI.StandardNodeToolbar.bottom ; <class 'str'>",,D:\Testing\ImageEngine\gaffer\python\GafferImageUI\ImageViewToolbar.py,registerNode,3, GafferUI.StandardNodeToolbar.bottom ; <class 'str'>  nodeToolbar:bottom:type ; <class 'str'> <ast.Name object at 0x000002B0198C1CA0> ; <class 'ast.Name'>,Gaffer
500,"Gaffer,Metadata,registerNode","<ast.Name object at 0x000002B019989EB0> ; <class 'ast.Name'>, description ; <class 'str'>, 
	Applies color transformations provided by
	OpenColorIO via a LUT file and OCIO FileTransform.
	 ; <class 'str'>",,D:\Testing\ImageEngine\gaffer\python\GafferImageUI\LUTUI.py,registerNode,3," 
	Applies color transformations provided by
	OpenColorIO via a LUT file and OCIO FileTransform.
	 ; <class 'str'>  description ; <class 'str'> <ast.Name object at 0x000002B019989EB0> ; <class 'ast.Name'>",Gaffer
501,"Gaffer,Metadata,registerNode","<ast.Name object at 0x000002B0198DF460> ; <class 'ast.Name'>, description ; <class 'str'>, 
	Converts Cortex ImagePrimitives into Gaffer's standard
	form, so they can processed using Gaffer's image
	processing nodes. This is a somewhat esoteric node, and
	is unlikely to have a great number of uses.
	 ; <class 'str'>",,D:\Testing\ImageEngine\gaffer\python\GafferImageUI\ObjectToImageUI.py,registerNode,5," and
	is unlikely to have a great number of uses.
	 ; <class 'str'>  so they can processed using Gaffer's image
	processing nodes. This is a somewhat esoteric node  
	Converts Cortex ImagePrimitives into Gaffer's standard
	form  description ; <class 'str'> <ast.Name object at 0x000002B0198DF460> ; <class 'ast.Name'>",Gaffer
502,"Gaffer,Metadata,registerNode","<ast.Name object at 0x000002B019AE4BE0> ; <class 'ast.Name'>, description ; <class 'str'>, 
	Offsets (translates) the image in integer increments. Because
	the increments may only be whole numbers, no filtering is necessary,
	and this node has improved performance compared to the equivalent
	ImageTransform.
	 ; <class 'str'>",,D:\Testing\ImageEngine\gaffer\python\GafferImageUI\OffsetUI.py,registerNode,5,"
	and this node has improved performance compared to the equivalent
	ImageTransform.
	 ; <class 'str'>  no filtering is necessary  
	Offsets (translates) the image in integer increments. Because
	the increments may only be whole numbers  description ; <class 'str'> <ast.Name object at 0x000002B019AE4BE0> ; <class 'ast.Name'>",Gaffer
503,"Gaffer,Metadata,registerNode","<ast.Name object at 0x000002B01990F7F0> ; <class 'ast.Name'>, description ; <class 'str'>, 
	Utility node used internally within GafferImage, but
	not intended to be used directly by end users.
	 ; <class 'str'>",,D:\Testing\ImageEngine\gaffer\python\GafferImageUI\ResampleUI.py,registerNode,4," but
	not intended to be used directly by end users.
	 ; <class 'str'>  
	Utility node used internally within GafferImage  description ; <class 'str'> <ast.Name object at 0x000002B01990F7F0> ; <class 'ast.Name'>",Gaffer
504,"Gaffer,Metadata,registerNode","<ast.Name object at 0x000002B01996E460> ; <class 'ast.Name'>, description ; <class 'str'>, 
	Base class for nodes which draw a shape over the input image.
	 ; <class 'str'>",,D:\Testing\ImageEngine\gaffer\python\GafferImageUI\ShapeUI.py,registerNode,3," 
	Base class for nodes which draw a shape over the input image.
	 ; <class 'str'>  description ; <class 'str'> <ast.Name object at 0x000002B01996E460> ; <class 'ast.Name'>",Gaffer
505,"Gaffer,Metadata,registerNode","<ast.Name object at 0x000002B0197FE7F0> ; <class 'ast.Name'>, description ; <class 'str'>, 
	Shuffles data between image channels, for instance by copying R
	into G or a constant white into A.
	 ; <class 'str'>",,D:\Testing\ImageEngine\gaffer\python\GafferImageUI\ShuffleUI.py,registerNode,4," for instance by copying R
	into G or a constant white into A.
	 ; <class 'str'>  
	Shuffles data between image channels  description ; <class 'str'> <ast.Name object at 0x000002B0197FE7F0> ; <class 'ast.Name'>",Gaffer
506,"GafferUI,PlugValueWidget,registerType","<ast.Attribute object at 0x000002B019882520> ; <class 'ast.Attribute'>, _ShuffleChannelPlugValueWidget ; <class 'str'>",,D:\Testing\ImageEngine\gaffer\python\GafferImageUI\ShuffleUI.py,registerType,2, _ShuffleChannelPlugValueWidget ; <class 'str'> <ast.Attribute object at 0x000002B019882520> ; <class 'ast.Attribute'>,GafferUI
