,M_Call_Name,M_Call_Arg,Receiver_var,File_Name,MethodName,M_Call_Arg_len,MethodClass,Swap_arg_listing
346,getattr,"<ast.Name object at 0x0000022BADD7A2B0> ; <class 'ast.Name'>, hash_randomization ; <class 'str'>, False ; <class 'bool'>",HASH_RANDOMIZATION,D:\Testing\sympy\sympy\sympy\utilities\misc.py,getattr,3,, False ; <class 'bool'>  hash_randomization ; <class 'str'> <ast.Name object at 0x0000022BADD7A2B0> ; <class 'ast.Name'>
352,property,"_get_data ; <class 'str'>, _set_data ; <class 'str'>",data,D:\Testing\syrusakbary\Flask-SuperAdmin\flask_superadmin\model\backends\mongoengine\fields.py,property,2,,"_get_data ; <class 'str'>, _set_data ; <class 'str'>"
353,property,"_get_data ; <class 'str'>, _set_data ; <class 'str'>",data,D:\Testing\syrusakbary\Flask-SuperAdmin\flask_superadmin\model\backends\mongoengine\fields.py,property,2,,"_get_data ; <class 'str'>, _set_data ; <class 'str'>"
354,"register,filter","__pyjade_iter ; <class 'str'>, iteration ; <class 'str'>",,D:\Testing\syrusakbary\pyjade\pyjade\ext\django\templatetags.py,filter,2,register, iteration ; <class 'str'> __pyjade_iter ; <class 'str'>
355,open,"/proc/uptime ; <class 'str'>, r ; <class 'str'>",f,D:\Testing\systemd-cron\systemd-cron\src\bin\boot_delay.py,open,2,, r ; <class 'str'> /proc/uptime ; <class 'str'>
361,"pycastC_errors_baseerrormeasure_BaseErrorMeasure,add_function","initialize ; <class 'str'>, , List_value ; List",,D:\Testing\T-002\pycast\bin\helper\generate-bindings.py,add_function,3,pycastC_errors_baseerrormeasure_BaseErrorMeasure, List_value ; List   initialize ; <class 'str'>
372,NodeStructureChecker,"TEXT_PRELUDE ; <class 'str'>, TEXT_CONTENT_STREAM ; <class 'str'>, TEXT_EPILOGUE ; <class 'str'>",StreamTextBodyChecker,D:\Testing\T0ha\ezodf\ezodf\nodestructurechecker.py,NodeStructureChecker,3,, TEXT_EPILOGUE ; <class 'str'>  TEXT_CONTENT_STREAM ; <class 'str'> TEXT_PRELUDE ; <class 'str'>
373,NodeStructureChecker,"TEXT_PRELUDE ; <class 'str'>, TEXT_CONTENT_PAGED ; <class 'str'>, TEXT_EPILOGUE ; <class 'str'>",PagedTextBodyChecker,D:\Testing\T0ha\ezodf\ezodf\nodestructurechecker.py,NodeStructureChecker,3,, TEXT_EPILOGUE ; <class 'str'>  TEXT_CONTENT_PAGED ; <class 'str'> TEXT_PRELUDE ; <class 'str'>
397,property,"_getkey ; <class 'str'>, _setkey ; <class 'str'>, _delkey ; <class 'str'>, key function ;<class 'str'>",key,D:\Testing\tabatkins\bikeshed\bikeshed\SortedList.py,property,4,, key function ;<class 'str'>  _delkey ; <class 'str'>  _setkey ; <class 'str'> _getkey ; <class 'str'>
398,"Loader,add_constructor","tag:yaml.org,2002:str ; <class 'str'>, construct_yaml_str ; <class 'str'>",,D:\Testing\tableau\VizAlerts\tabUtil\__init__.py,add_constructor,3,Loader, construct_yaml_str ; <class 'str'> 2002:str ; <class 'str'> tag:yaml.org
399,"SafeLoader,add_constructor","tag:yaml.org,2002:str ; <class 'str'>, construct_yaml_str ; <class 'str'>",,D:\Testing\tableau\VizAlerts\tabUtil\__init__.py,add_constructor,3,SafeLoader, construct_yaml_str ; <class 'str'> 2002:str ; <class 'str'> tag:yaml.org
401,"sys,path,insert","0 ; <class 'int'>, ",,D:\Testing\tadeas\fastjsonrpc\tests\test_netstringclient.py,insert,2,sys,0 ; <class 'int'>
402,"sys,path,insert","0 ; <class 'int'>, ",,D:\Testing\tadeas\fastjsonrpc\tests\test_server.py,insert,2,sys,0 ; <class 'int'>
404,"shutil,copy",", ",,D:\Testing\tailhook\pyzza\backport\main.py,copy,2,shutil,26/pyzza ; <class 'str'>
405,"shutil,copy",", ",,D:\Testing\tailhook\pyzza\backport\main.py,copy,2,shutil,26/pyzza ; <class 'str'>
406,"shutil,copy",", ",,D:\Testing\tailhook\pyzza\backport\main.py,copy,2,shutil,26/pyzza ; <class 'str'>
407,"shutil,copy",", ",,D:\Testing\tailhook\pyzza\backport\main.py,copy,2,shutil,26/pyzza ; <class 'str'>
408,"shutil,copytree",", ",,D:\Testing\tailhook\pyzza\backport\main.py,copytree,2,shutil,26/pyzza ; <class 'str'>
412,"sys,path,insert","0 ; <class 'int'>, ",,D:\Testing\takluyver\pynsist\doc\conf.py,insert,2,sys,0 ; <class 'int'>
413,pjoin,"test_dir ; <class 'str'>, sample_preamble.py ; <class 'str'>",sample_preamble,D:\Testing\takluyver\pynsist\nsist\tests\test_installerbuilder.py,pjoin,2,, sample_preamble.py ; <class 'str'> test_dir ; <class 'str'>
414,GPSLocation,"1 ;<class 'int'>, 2 ;<class 'int'>",mock_location,D:\Testing\tals\uber.py\tests\test_client.py,GPSLocation,2,, 2 ;<class 'int'> 1 ;<class 'int'>
455,ModelField,"webView ;<class 'str'>, WebView ; <class 'str'>",web_view,D:\Testing\tals\uber.py\uber\models.py,ModelField,2,,webView ;<class 'str'>
457,ModelField,"fare ;<class 'str'>, Fare ; <class 'str'>",fare,D:\Testing\tals\uber.py\uber\models.py,ModelField,2,,fare ;<class 'str'>
458,ListField,"mapImages ;<class 'str'>, Image ; <class 'str'>",map_images,D:\Testing\tals\uber.py\uber\models.py,ListField,2,,mapImages ;<class 'str'>
459,ListField,"monoImages ;<class 'str'>, Image ; <class 'str'>",mono_images,D:\Testing\tals\uber.py\uber\models.py,ListField,2,,monoImages ;<class 'str'>
466,ModelField,"surge ;<class 'str'>, Surge ; <class 'str'>",surge,D:\Testing\tals\uber.py\uber\models.py,ModelField,2,,surge ;<class 'str'>
474,DictField,"vehicleViews ;<class 'str'>, VehicleView ; <class 'str'>",vehicle_views,D:\Testing\tals\uber.py\uber\models.py,DictField,2,,vehicleViews ;<class 'str'>
481,DictField,"vehiclePaths ;<class 'str'>, ",vehicle_paths,D:\Testing\tals\uber.py\uber\models.py,DictField,2,,vehiclePaths ;<class 'str'>
495,ModelField,"location ;<class 'str'>, SimpleLocation ; <class 'str'>",location,D:\Testing\tals\uber.py\uber\models.py,ModelField,2,,location ;<class 'str'>
509,ModelField,"vehicleType ;<class 'str'>, VehicleType ; <class 'str'>",vehicle_type,D:\Testing\tals\uber.py\uber\models.py,ModelField,2,,vehicleType ;<class 'str'>
517,ListField,"vehiclePath ;<class 'str'>, VehicleLocation ; <class 'str'>",vehicle_path,D:\Testing\tals\uber.py\uber\models.py,ListField,2,,vehiclePath ;<class 'str'>
518,ModelField,"driver ;<class 'str'>, Driver ; <class 'str'>",driver,D:\Testing\tals\uber.py\uber\models.py,ModelField,2,,driver ;<class 'str'>
519,ModelField,"vehicle ;<class 'str'>, Vehicle ; <class 'str'>",vehicle,D:\Testing\tals\uber.py\uber\models.py,ModelField,2,,vehicle ;<class 'str'>
521,ListField,"feedbackTypes ;<class 'str'>, FeedbackType ; <class 'str'>",feedback_types,D:\Testing\tals\uber.py\uber\models.py,ListField,2,,feedbackTypes ;<class 'str'>
533,ListField,"creditBalances ;<class 'str'>, CreditBalance ; <class 'str'>",credit_balances,D:\Testing\tals\uber.py\uber\models.py,ListField,2,,creditBalances ;<class 'str'>
534,ListField,"paymentProfiles ;<class 'str'>, PaymentProfile ; <class 'str'>",payment_profiles,D:\Testing\tals\uber.py\uber\models.py,ListField,2,,paymentProfiles ;<class 'str'>
559,ModelField,"city ;<class 'str'>, City ; <class 'str'>",city,D:\Testing\tals\uber.py\uber\models.py,ModelField,2,,city ;<class 'str'>
560,DictField,"nearbyVehicles ;<class 'str'>, NearbyVehicles ; <class 'str'>",nearby_vehicles,D:\Testing\tals\uber.py\uber\models.py,DictField,2,,nearbyVehicles ;<class 'str'>
561,ModelField,"client ;<class 'str'>, Client ; <class 'str'>",client,D:\Testing\tals\uber.py\uber\models.py,ModelField,2,,client ;<class 'str'>
562,ModelField,"trip ;<class 'str'>, Trip ; <class 'str'>",trip,D:\Testing\tals\uber.py\uber\models.py,ModelField,2,,trip ;<class 'str'>
563,ModelField,"apiResponse ;<class 'str'>, ApiResponse ; <class 'str'>",api_response,D:\Testing\tals\uber.py\uber\models.py,ModelField,2,,apiResponse ;<class 'str'>
