,M_Call_Name,M_Call_Arg,Receiver_var,File_Name,MethodName,M_Call_Arg_len,Swap_arg_listing,MethodClass
1440,namedtuple,"KeyDB ; <class 'str'>, List_value ; List",_KeyDB,D:\Testing\11\twisted\twisted\twisted\conch\test\test_checkers.py,namedtuple,2, List_value ; List KeyDB ; <class 'str'>,
1451,"declarations,directlyProvides","select ; <class 'str'>, _IKQueue ; <class 'str'>",,D:\Testing\11\twisted\twisted\twisted\internet\kqreactor.py,directlyProvides,2, _IKQueue ; <class 'str'> select ; <class 'str'>,declarations
1452,CreateEvent,"None ;<class 'NoneType'>, 0 ;<class 'int'>, 0 ;<class 'int'>, None ;<class 'NoneType'>",dummyEvent,D:\Testing\11\twisted\twisted\twisted\internet\win32eventreactor.py,CreateEvent,4, None ;<class 'NoneType'>  0 ;<class 'int'>  0 ;<class 'int'> None ;<class 'NoneType'>,
1453,verifyClass,"IResolverSimple ; <class 'str'>, ",,D:\Testing\11\twisted\twisted\twisted\names\test\test_rootresolve.py,verifyClass,2,IResolverSimple ; <class 'str'>,
1454,verifyClass,"IResolverSimple ; <class 'str'>, StubResolver ; <class 'str'>",,D:\Testing\11\twisted\twisted\twisted\names\test\test_rootresolve.py,verifyClass,2, StubResolver ; <class 'str'> IResolverSimple ; <class 'str'>,
1455,"copy_reg,pickle","<ast.Name object at 0x0000022BADF12130> ; <class 'ast.Name'>, pickleMethod ; <class 'str'>, unpickleMethod ; <class 'str'>",,D:\Testing\11\twisted\twisted\twisted\persisted\styles.py,pickle,3, unpickleMethod ; <class 'str'>  pickleMethod ; <class 'str'> <ast.Name object at 0x0000022BADF12130> ; <class 'ast.Name'>,copy_reg
1456,"copy_reg,pickle","<ast.Name object at 0x0000022BADE26FD0> ; <class 'ast.Name'>, _pickleFunction ; <class 'str'>, _unpickleFunction ; <class 'str'>",,D:\Testing\11\twisted\twisted\twisted\persisted\styles.py,pickle,3, _unpickleFunction ; <class 'str'>  _pickleFunction ; <class 'str'> <ast.Name object at 0x0000022BADE26FD0> ; <class 'ast.Name'>,copy_reg
1457,"copy_reg,pickle","<ast.Name object at 0x0000022BADFB8580> ; <class 'ast.Name'>, pickleModule ; <class 'str'>, unpickleModule ; <class 'str'>",,D:\Testing\11\twisted\twisted\twisted\persisted\styles.py,pickle,3, unpickleModule ; <class 'str'>  pickleModule ; <class 'str'> <ast.Name object at 0x0000022BADFB8580> ; <class 'ast.Name'>,copy_reg
1458,Attribute,"
        A unique identifier for this beacon. The type is dependant on the
        implementation, but must be immutable.
         ;<class 'str'>",identifier,D:\Testing\11\twisted\twisted\twisted\positioning\ipositioning.py,Attribute,2," but must be immutable.
         ;<class 'str'> 
        A unique identifier for this beacon. The type is dependant on the
        implementation",
1467,"context,setDefault","ILogContext ; <class 'str'>, ",,D:\Testing\11\twisted\twisted\twisted\python\log.py,setDefault,2,ILogContext ; <class 'str'>,context
1468,getattr,"os ; <class 'str'>, O_BINARY ; <class 'str'>, 0 ; <class 'int'>",O_BINARY,D:\Testing\11\twisted\twisted\twisted\python\win32.py,getattr,3, 0 ; <class 'int'>  O_BINARY ; <class 'str'> os ; <class 'str'>,
1474,print,"ok, signal us ; <class 'str'>",,D:\Testing\11\twisted\twisted\twisted\test\process_signal.py,print,2, signal us ; <class 'str'> ok,
1475,"signal,signal","<ast.Name object at 0x0000022BAD28C760> ; <class 'ast.Name'>, <ast.Name object at 0x0000022BAD28C2E0> ; <class 'ast.Name'>",,D:\Testing\11\twisted\twisted\twisted\test\process_signal.py,signal,2, <ast.Name object at 0x0000022BAD28C2E0> ; <class 'ast.Name'> <ast.Name object at 0x0000022BAD28C760> ; <class 'ast.Name'>,signal
1478,open,"/dev/tty ; <class 'str'>, rb+ ; <class 'str'>",f,D:\Testing\11\twisted\twisted\twisted\test\process_tty.py,open,2, rb+ ; <class 'str'> /dev/tty ; <class 'str'>,
1491,runWithWarningsSuppressed,"List_value ; List, <ast.Name object at 0x0000022BAD47D310> ;<class 'ast.Name'>, test_passGenerated ; <class 'str'>",test_passGenerated,D:\Testing\11\twisted\twisted\twisted\trial\test\detests.py,runWithWarningsSuppressed,3, <ast.Name object at 0x0000022BAD47D310> ;<class 'ast.Name'> List_value ; List,
1493,"pb,setUnjellyableForClass","<ast.Name object at 0x0000022BADD79040> ; <class 'ast.Name'>, Request ; <class 'str'>",,D:\Testing\11\twisted\twisted\twisted\web\distrib.py,setUnjellyableForClass,2, Request ; <class 'str'> <ast.Name object at 0x0000022BADD79040> ; <class 'ast.Name'>,pb
1497,Attribute,"A mapping of decoded query argument names as C{str} to corresponding query argument values as C{list}s of C{str}.  For example, for a URI with C{'foo=bar&foo=baz&quux=spam'} for its query part, C{args} will be C{{'foo': ['bar', 'baz'], 'quux': ['spam']}}. ;<class 'str'>",args,D:\Testing\11\twisted\twisted\twisted\web\iweb.py,Attribute,5, 'quux': ['spam']}}. ;<class 'str'>  'baz']  C{args} will be C{{'foo': ['bar'  for a URI with C{'foo=bar&foo=baz&quux=spam'} for its query part A mapping of decoded query argument names as C{str} to corresponding query argument values as C{list}s of C{str}.  For example,
1499,Attribute,"A file-like object giving the request body.  This may be a file on disk, a C{StringIO}, or some other type.  The implementation is free to decide on a per-request basis. ;<class 'str'>",content,D:\Testing\11\twisted\twisted\twisted\web\iweb.py,Attribute,3, or some other type.  The implementation is free to decide on a per-request basis. ;<class 'str'>  a C{StringIO} A file-like object giving the request body.  This may be a file on disk,
1501,Attribute,"A C{str} giving the name of the authentication scheme with which this factory is associated.  For example, C{'basic'} or C{'digest'}. ;<class 'str'>",scheme,D:\Testing\11\twisted\twisted\twisted\web\iweb.py,Attribute,2, C{'basic'} or C{'digest'}. ;<class 'str'> A C{str} giving the name of the authentication scheme with which this factory is associated.  For example,
1503,Attribute,"A three-tuple describing the protocol and protocol version of the response.  The first element is of type C{str}, the second and third are of type C{int}.  For example, C{('HTTP', 1, 1)}. ;<class 'str'>",version,D:\Testing\11\twisted\twisted\twisted\web\iweb.py,Attribute,5, 1)}. ;<class 'str'>  1  C{('HTTP'  the second and third are of type C{int}.  For example A three-tuple describing the protocol and protocol version of the response.  The first element is of type C{str},
1504,Attribute,"The HTTP status code of this response, as a C{int}. ;<class 'str'>",code,D:\Testing\11\twisted\twisted\twisted\web\iweb.py,Attribute,2, as a C{int}. ;<class 'str'> The HTTP status code of this response,
1505,Attribute,"The HTTP reason phrase of this response, as a C{str}. ;<class 'str'>",phrase,D:\Testing\11\twisted\twisted\twisted\web\iweb.py,Attribute,2, as a C{str}. ;<class 'str'> The HTTP reason phrase of this response,
1507,Attribute,"The C{int} number of bytes expected to be in the body of this response or L{UNKNOWN_LENGTH} if the server did not indicate how many bytes to expect.  For I{HEAD} responses, this will be 0; if the response includes a I{Content-Length} header, it will be available in C{headers}. ;<class 'str'>",length,D:\Testing\11\twisted\twisted\twisted\web\iweb.py,Attribute,3, it will be available in C{headers}. ;<class 'str'>  this will be 0; if the response includes a I{Content-Length} header The C{int} number of bytes expected to be in the body of this response or L{UNKNOWN_LENGTH} if the server did not indicate how many bytes to expect.  For I{HEAD} responses,
1509,Attribute,"The previous L{IResponse} from a redirect, or C{None} if there was no previous response. This can be used to walk the response or request history for redirections. ;<class 'str'>",previousResponse,D:\Testing\11\twisted\twisted\twisted\web\iweb.py,Attribute,2, or C{None} if there was no previous response. This can be used to walk the response or request history for redirections. ;<class 'str'> The previous L{IResponse} from a redirect,
1510,Attribute,"The HTTP method for this request, as L{bytes}. For example: C{b'GET'}, C{b'HEAD'}, C{b'POST'}, etc. ;<class 'str'>",method,D:\Testing\11\twisted\twisted\twisted\web\iweb.py,Attribute,5, etc. ;<class 'str'>  C{b'POST'}  C{b'HEAD'}  as L{bytes}. For example: C{b'GET'} The HTTP method for this request,
1511,Attribute,"The absolute URI of the requested resource, as L{bytes}; or C{None} if the absolute URI cannot be determined. ;<class 'str'>",absoluteURI,D:\Testing\11\twisted\twisted\twisted\web\iweb.py,Attribute,2, as L{bytes}; or C{None} if the absolute URI cannot be determined. ;<class 'str'> The absolute URI of the requested resource,
1512,Attribute,"Headers to be sent to the server, as a L{twisted.web.http_headers.Headers} instance. ;<class 'str'>",headers,D:\Testing\11\twisted\twisted\twisted\web\iweb.py,Attribute,2, as a L{twisted.web.http_headers.Headers} instance. ;<class 'str'> Headers to be sent to the server,
1516,makeStatefulDispatcher,"deliverBody ;<class 'str'>, deliverBody ; <class 'str'>",deliverBody,D:\Testing\11\twisted\twisted\twisted\web\_newclient.py,makeStatefulDispatcher,2,deliverBody ;<class 'str'>,
1517,makeStatefulDispatcher,"bodyDataReceived ;<class 'str'>, _bodyDataReceived ; <class 'str'>",_bodyDataReceived,D:\Testing\11\twisted\twisted\twisted\web\_newclient.py,makeStatefulDispatcher,2,bodyDataReceived ;<class 'str'>,
1518,makeStatefulDispatcher,"bodyDataFinished ;<class 'str'>, _bodyDataFinished ; <class 'str'>",_bodyDataFinished,D:\Testing\11\twisted\twisted\twisted\web\_newclient.py,makeStatefulDispatcher,2,bodyDataFinished ;<class 'str'>,
1519,makeStatefulDispatcher,"finishResponse ;<class 'str'>, _finishResponse ; <class 'str'>",_finishResponse,D:\Testing\11\twisted\twisted\twisted\web\_newclient.py,makeStatefulDispatcher,2,finishResponse ;<class 'str'>,
1520,makeStatefulDispatcher,"connectionLost ;<class 'str'>, connectionLost ; <class 'str'>",connectionLost,D:\Testing\11\twisted\twisted\twisted\web\_newclient.py,makeStatefulDispatcher,2,connectionLost ;<class 'str'>,
1521,"sys,path,insert","0 ; <class 'int'>, ",,D:\Testing\11\twisted\txmongo\docs\source\conf.py,insert,2,0 ; <class 'int'>,sys
1522,"sys,path,insert","0 ; <class 'int'>, root ; <class 'str'>",,D:\Testing\11\twisted\txmongo\examples\_local_path.py,insert,2, root ; <class 'str'> 0 ; <class 'int'>,sys
1523,_create_property,"_id ;<class 'str'>, The ``'_id'`` value for this file. ;<class 'str'>",_id,D:\Testing\11\twisted\txmongo\txmongo\_gridfs\grid_file.py,_create_property,2, The ``'_id'`` value for this file. ;<class 'str'> _id ;<class 'str'>,
1524,_create_property,"filename ;<class 'str'>, Name of this file. ;<class 'str'>",filename,D:\Testing\11\twisted\txmongo\txmongo\_gridfs\grid_file.py,_create_property,2, Name of this file. ;<class 'str'> filename ;<class 'str'>,
1525,_create_property,"contentType ;<class 'str'>, Mime-type for this file. ;<class 'str'>",content_type,D:\Testing\11\twisted\txmongo\txmongo\_gridfs\grid_file.py,_create_property,2, Mime-type for this file. ;<class 'str'> contentType ;<class 'str'>,
1526,_create_property,"length ;<class 'str'>, Length (in bytes) of this file. ;<class 'str'>",length,D:\Testing\11\twisted\txmongo\txmongo\_gridfs\grid_file.py,_create_property,2, Length (in bytes) of this file. ;<class 'str'> length ;<class 'str'>,
1527,_create_property,"chunkSize ;<class 'str'>, Chunk size for this file. ;<class 'str'>",chunk_size,D:\Testing\11\twisted\txmongo\txmongo\_gridfs\grid_file.py,_create_property,2, Chunk size for this file. ;<class 'str'> chunkSize ;<class 'str'>,
1528,_create_property,"uploadDate ;<class 'str'>, Date that this file was uploaded. ;<class 'str'>",upload_date,D:\Testing\11\twisted\txmongo\txmongo\_gridfs\grid_file.py,_create_property,2, Date that this file was uploaded. ;<class 'str'> uploadDate ;<class 'str'>,
1529,_create_property,"md5 ;<class 'str'>, MD5 of the contents of this file (generated on the server). ;<class 'str'>",md5,D:\Testing\11\twisted\txmongo\txmongo\_gridfs\grid_file.py,_create_property,2, MD5 of the contents of this file (generated on the server). ;<class 'str'> md5 ;<class 'str'>,
1530,_create_property,"_id ;<class 'str'>, The ``'_id'`` value for this file. ;<class 'str'>, True ;<class 'bool'>",_id,D:\Testing\11\twisted\txmongo\txmongo\_gridfs\grid_file.py,_create_property,3, True ;<class 'bool'>  The ``'_id'`` value for this file. ;<class 'str'> _id ;<class 'str'>,
1531,_create_property,"filename ;<class 'str'>, Name of this file. ;<class 'str'>, True ;<class 'bool'>",name,D:\Testing\11\twisted\txmongo\txmongo\_gridfs\grid_file.py,_create_property,3, True ;<class 'bool'>  Name of this file. ;<class 'str'> filename ;<class 'str'>,
1532,_create_property,"contentType ;<class 'str'>, Mime-type for this file. ;<class 'str'>, True ;<class 'bool'>",content_type,D:\Testing\11\twisted\txmongo\txmongo\_gridfs\grid_file.py,_create_property,3, True ;<class 'bool'>  Mime-type for this file. ;<class 'str'> contentType ;<class 'str'>,
1533,_create_property,"length ;<class 'str'>, Length (in bytes) of this file. ;<class 'str'>, True ;<class 'bool'>",length,D:\Testing\11\twisted\txmongo\txmongo\_gridfs\grid_file.py,_create_property,3, True ;<class 'bool'>  Length (in bytes) of this file. ;<class 'str'> length ;<class 'str'>,
1534,_create_property,"chunkSize ;<class 'str'>, Chunk size for this file. ;<class 'str'>, True ;<class 'bool'>",chunk_size,D:\Testing\11\twisted\txmongo\txmongo\_gridfs\grid_file.py,_create_property,3, True ;<class 'bool'>  Chunk size for this file. ;<class 'str'> chunkSize ;<class 'str'>,
1535,_create_property,"uploadDate ;<class 'str'>, Date that this file was first uploaded. ;<class 'str'>, True ;<class 'bool'>",upload_date,D:\Testing\11\twisted\txmongo\txmongo\_gridfs\grid_file.py,_create_property,3, True ;<class 'bool'>  Date that this file was first uploaded. ;<class 'str'> uploadDate ;<class 'str'>,
1536,_create_property,"aliases ;<class 'str'>, List of aliases for this file. ;<class 'str'>, True ;<class 'bool'>",aliases,D:\Testing\11\twisted\txmongo\txmongo\_gridfs\grid_file.py,_create_property,3, True ;<class 'bool'>  List of aliases for this file. ;<class 'str'> aliases ;<class 'str'>,
1537,_create_property,"metadata ;<class 'str'>, Metadata attached to this file. ;<class 'str'>, True ;<class 'bool'>",metadata,D:\Testing\11\twisted\txmongo\txmongo\_gridfs\grid_file.py,_create_property,3, True ;<class 'bool'>  Metadata attached to this file. ;<class 'str'> metadata ;<class 'str'>,
1538,_create_property,"md5 ;<class 'str'>, MD5 of the contents of this file (generated on the server). ;<class 'str'>, True ;<class 'bool'>",md5,D:\Testing\11\twisted\txmongo\txmongo\_gridfs\grid_file.py,_create_property,3, True ;<class 'bool'>  MD5 of the contents of this file (generated on the server). ;<class 'str'> md5 ;<class 'str'>,
1540,Q2QAddress,"sending-data.net ; <class 'str'>, sender ; <class 'str'>",sender,D:\Testing\11\twisted\vertex\vertex\test\test_sigma.py,Q2QAddress,2, sender ; <class 'str'> sending-data.net ; <class 'str'>,
1541,Q2QAddress,"receiving-data.org ; <class 'str'>, receiver ; <class 'str'>",receiver,D:\Testing\11\twisted\vertex\vertex\test\test_sigma.py,Q2QAddress,2, receiver ; <class 'str'> receiving-data.org ; <class 'str'>,
1544,"xcffib,_add_ext","key ; <class 'str'>, eventExtension ; <class 'str'>, _events ; <class 'str'>, _errors ; <class 'str'>",,D:\Testing\11\tych0\xcffib\test\generator\event.py,_add_ext,4, _errors ; <class 'str'>  _events ; <class 'str'>  eventExtension ; <class 'str'> key ; <class 'str'>,xcffib
1545,"xcffib,_add_ext","key ; <class 'str'>, renderExtension ; <class 'str'>, _events ; <class 'str'>, _errors ; <class 'str'>",,D:\Testing\11\tych0\xcffib\test\generator\render.py,_add_ext,4, _errors ; <class 'str'>  _events ; <class 'str'>  renderExtension ; <class 'str'> key ; <class 'str'>,xcffib
1546,"xcffib,_add_ext","key ; <class 'str'>, request_replyExtension ; <class 'str'>, _events ; <class 'str'>, _errors ; <class 'str'>",,D:\Testing\11\tych0\xcffib\test\generator\request_reply.py,_add_ext,4, _errors ; <class 'str'>  _events ; <class 'str'>  request_replyExtension ; <class 'str'> key ; <class 'str'>,xcffib
1547,"xcffib,_add_ext","key ; <class 'str'>, unionExtension ; <class 'str'>, _events ; <class 'str'>, _errors ; <class 'str'>",,D:\Testing\11\tych0\xcffib\test\generator\union.py,_add_ext,4, _errors ; <class 'str'>  _events ; <class 'str'>  unionExtension ; <class 'str'> key ; <class 'str'>,xcffib
1550,NamespaceMetaclass,"Namespace ; <class 'str'>, List_value ; List, ",Namespace,D:\Testing\11\tycho\pypy\py\_xmlgen.py,NamespaceMetaclass,3, List_value ; List Namespace ; <class 'str'>,
1558,"sys,path,insert","0 ; <class 'int'>, ",,D:\Testing\11\tylertreat\BigQuery-Python\docs\conf.py,insert,2,0 ; <class 'int'>,sys
1560,property,"_get_ligatureComponents ; <class 'str'>, _set_ligatureComponents ; <class 'str'>",ligatureComponents,D:\Testing\11\typesupply\compositor\Lib\compositor\glyphRecord.py,property,2,"_get_ligatureComponents ; <class 'str'>, _set_ligatureComponents ; <class 'str'>",
1582,property,"_get_dispatcher ; <class 'str'>, _set_dispatcher ; <class 'str'>",dispatcher,D:\Testing\11\typesupply\defcon\Lib\defcon\objects\base.py,property,2,"_get_dispatcher ; <class 'str'>, _set_dispatcher ; <class 'str'>",
1583,property,"_get_dirty ; <class 'str'>, _set_dirty ; <class 'str'>",dirty,D:\Testing\11\typesupply\defcon\Lib\defcon\objects\base.py,property,2,"_get_dirty ; <class 'str'>, _set_dirty ; <class 'str'>",
1584,property,"_get_undoManager ; <class 'str'>, _set_undoManager ; <class 'str'>",undoManager,D:\Testing\11\typesupply\defcon\Lib\defcon\objects\base.py,property,2,"_get_undoManager ; <class 'str'>, _set_undoManager ; <class 'str'>",
1585,property,"_get_ascender ; <class 'str'>, _set_ascender ; <class 'str'>",ascender,D:\Testing\11\typesupply\defcon\Lib\defcon\objects\info.py,property,2,"_get_ascender ; <class 'str'>, _set_ascender ; <class 'str'>",
1586,property,"_get_capHeight ; <class 'str'>, _set_capHeight ; <class 'str'>",capHeight,D:\Testing\11\typesupply\defcon\Lib\defcon\objects\info.py,property,2,"_get_capHeight ; <class 'str'>, _set_capHeight ; <class 'str'>",
1587,property,"_get_copyright ; <class 'str'>, _set_copyright ; <class 'str'>",copyright,D:\Testing\11\typesupply\defcon\Lib\defcon\objects\info.py,property,2,"_get_copyright ; <class 'str'>, _set_copyright ; <class 'str'>",
1588,property,"_get_descender ; <class 'str'>, _set_descender ; <class 'str'>",descender,D:\Testing\11\typesupply\defcon\Lib\defcon\objects\info.py,property,2,"_get_descender ; <class 'str'>, _set_descender ; <class 'str'>",
1589,property,"_get_familyName ; <class 'str'>, _set_familyName ; <class 'str'>",familyName,D:\Testing\11\typesupply\defcon\Lib\defcon\objects\info.py,property,2,"_get_familyName ; <class 'str'>, _set_familyName ; <class 'str'>",
1590,property,"_get_italicAngle ; <class 'str'>, _set_italicAngle ; <class 'str'>",italicAngle,D:\Testing\11\typesupply\defcon\Lib\defcon\objects\info.py,property,2,"_get_italicAngle ; <class 'str'>, _set_italicAngle ; <class 'str'>",
1591,property,"_get_macintoshFONDFamilyID ; <class 'str'>, _set_macintoshFONDFamilyID ; <class 'str'>",macintoshFONDFamilyID,D:\Testing\11\typesupply\defcon\Lib\defcon\objects\info.py,property,2,"_get_macintoshFONDFamilyID ; <class 'str'>, _set_macintoshFONDFamilyID ; <class 'str'>",
1592,property,"_get_macintoshFONDName ; <class 'str'>, _set_macintoshFONDName ; <class 'str'>",macintoshFONDName,D:\Testing\11\typesupply\defcon\Lib\defcon\objects\info.py,property,2,"_get_macintoshFONDName ; <class 'str'>, _set_macintoshFONDName ; <class 'str'>",
1593,property,"_get_note ; <class 'str'>, _set_note ; <class 'str'>",note,D:\Testing\11\typesupply\defcon\Lib\defcon\objects\info.py,property,2,"_get_note ; <class 'str'>, _set_note ; <class 'str'>",
1594,property,"_get_openTypeHeadCreated ; <class 'str'>, _set_openTypeHeadCreated ; <class 'str'>",openTypeHeadCreated,D:\Testing\11\typesupply\defcon\Lib\defcon\objects\info.py,property,2,"_get_openTypeHeadCreated ; <class 'str'>, _set_openTypeHeadCreated ; <class 'str'>",
1595,property,"_get_openTypeHeadFlags ; <class 'str'>, _set_openTypeHeadFlags ; <class 'str'>",openTypeHeadFlags,D:\Testing\11\typesupply\defcon\Lib\defcon\objects\info.py,property,2,"_get_openTypeHeadFlags ; <class 'str'>, _set_openTypeHeadFlags ; <class 'str'>",
1596,property,"_get_openTypeHeadLowestRecPPEM ; <class 'str'>, _set_openTypeHeadLowestRecPPEM ; <class 'str'>",openTypeHeadLowestRecPPEM,D:\Testing\11\typesupply\defcon\Lib\defcon\objects\info.py,property,2,"_get_openTypeHeadLowestRecPPEM ; <class 'str'>, _set_openTypeHeadLowestRecPPEM ; <class 'str'>",
1597,property,"_get_openTypeHheaAscender ; <class 'str'>, _set_openTypeHheaAscender ; <class 'str'>",openTypeHheaAscender,D:\Testing\11\typesupply\defcon\Lib\defcon\objects\info.py,property,2,"_get_openTypeHheaAscender ; <class 'str'>, _set_openTypeHheaAscender ; <class 'str'>",
1598,property,"_get_openTypeHheaCaretOffset ; <class 'str'>, _set_openTypeHheaCaretOffset ; <class 'str'>",openTypeHheaCaretOffset,D:\Testing\11\typesupply\defcon\Lib\defcon\objects\info.py,property,2,"_get_openTypeHheaCaretOffset ; <class 'str'>, _set_openTypeHheaCaretOffset ; <class 'str'>",
1599,property,"_get_openTypeHheaCaretSlopeRise ; <class 'str'>, _set_openTypeHheaCaretSlopeRise ; <class 'str'>",openTypeHheaCaretSlopeRise,D:\Testing\11\typesupply\defcon\Lib\defcon\objects\info.py,property,2,"_get_openTypeHheaCaretSlopeRise ; <class 'str'>, _set_openTypeHheaCaretSlopeRise ; <class 'str'>",
1600,property,"_get_openTypeHheaCaretSlopeRun ; <class 'str'>, _set_openTypeHheaCaretSlopeRun ; <class 'str'>",openTypeHheaCaretSlopeRun,D:\Testing\11\typesupply\defcon\Lib\defcon\objects\info.py,property,2,"_get_openTypeHheaCaretSlopeRun ; <class 'str'>, _set_openTypeHheaCaretSlopeRun ; <class 'str'>",
1601,property,"_get_openTypeHheaDescender ; <class 'str'>, _set_openTypeHheaDescender ; <class 'str'>",openTypeHheaDescender,D:\Testing\11\typesupply\defcon\Lib\defcon\objects\info.py,property,2,"_get_openTypeHheaDescender ; <class 'str'>, _set_openTypeHheaDescender ; <class 'str'>",
1602,property,"_get_openTypeHheaLineGap ; <class 'str'>, _set_openTypeHheaLineGap ; <class 'str'>",openTypeHheaLineGap,D:\Testing\11\typesupply\defcon\Lib\defcon\objects\info.py,property,2,"_get_openTypeHheaLineGap ; <class 'str'>, _set_openTypeHheaLineGap ; <class 'str'>",
1603,property,"_get_openTypeNameCompatibleFullName ; <class 'str'>, _set_openTypeNameCompatibleFullName ; <class 'str'>",openTypeNameCompatibleFullName,D:\Testing\11\typesupply\defcon\Lib\defcon\objects\info.py,property,2,"_get_openTypeNameCompatibleFullName ; <class 'str'>, _set_openTypeNameCompatibleFullName ; <class 'str'>",
1604,property,"_get_openTypeNameDescription ; <class 'str'>, _set_openTypeNameDescription ; <class 'str'>",openTypeNameDescription,D:\Testing\11\typesupply\defcon\Lib\defcon\objects\info.py,property,2,"_get_openTypeNameDescription ; <class 'str'>, _set_openTypeNameDescription ; <class 'str'>",
1605,property,"_get_openTypeNameDesigner ; <class 'str'>, _set_openTypeNameDesigner ; <class 'str'>",openTypeNameDesigner,D:\Testing\11\typesupply\defcon\Lib\defcon\objects\info.py,property,2,"_get_openTypeNameDesigner ; <class 'str'>, _set_openTypeNameDesigner ; <class 'str'>",
1606,property,"_get_openTypeNameDesignerURL ; <class 'str'>, _set_openTypeNameDesignerURL ; <class 'str'>",openTypeNameDesignerURL,D:\Testing\11\typesupply\defcon\Lib\defcon\objects\info.py,property,2,"_get_openTypeNameDesignerURL ; <class 'str'>, _set_openTypeNameDesignerURL ; <class 'str'>",
1607,property,"_get_openTypeNameLicense ; <class 'str'>, _set_openTypeNameLicense ; <class 'str'>",openTypeNameLicense,D:\Testing\11\typesupply\defcon\Lib\defcon\objects\info.py,property,2,"_get_openTypeNameLicense ; <class 'str'>, _set_openTypeNameLicense ; <class 'str'>",
1608,property,"_get_openTypeNameLicenseURL ; <class 'str'>, _set_openTypeNameLicenseURL ; <class 'str'>",openTypeNameLicenseURL,D:\Testing\11\typesupply\defcon\Lib\defcon\objects\info.py,property,2,"_get_openTypeNameLicenseURL ; <class 'str'>, _set_openTypeNameLicenseURL ; <class 'str'>",
1609,property,"_get_openTypeNameManufacturer ; <class 'str'>, _set_openTypeNameManufacturer ; <class 'str'>",openTypeNameManufacturer,D:\Testing\11\typesupply\defcon\Lib\defcon\objects\info.py,property,2,"_get_openTypeNameManufacturer ; <class 'str'>, _set_openTypeNameManufacturer ; <class 'str'>",
1610,property,"_get_openTypeNameManufacturerURL ; <class 'str'>, _set_openTypeNameManufacturerURL ; <class 'str'>",openTypeNameManufacturerURL,D:\Testing\11\typesupply\defcon\Lib\defcon\objects\info.py,property,2,"_get_openTypeNameManufacturerURL ; <class 'str'>, _set_openTypeNameManufacturerURL ; <class 'str'>",
1611,property,"_get_openTypeNamePreferredFamilyName ; <class 'str'>, _set_openTypeNamePreferredFamilyName ; <class 'str'>",openTypeNamePreferredFamilyName,D:\Testing\11\typesupply\defcon\Lib\defcon\objects\info.py,property,2,"_get_openTypeNamePreferredFamilyName ; <class 'str'>, _set_openTypeNamePreferredFamilyName ; <class 'str'>",
1612,property,"_get_openTypeNamePreferredSubfamilyName ; <class 'str'>, _set_openTypeNamePreferredSubfamilyName ; <class 'str'>",openTypeNamePreferredSubfamilyName,D:\Testing\11\typesupply\defcon\Lib\defcon\objects\info.py,property,2,"_get_openTypeNamePreferredSubfamilyName ; <class 'str'>, _set_openTypeNamePreferredSubfamilyName ; <class 'str'>",
1613,property,"_get_openTypeNameSampleText ; <class 'str'>, _set_openTypeNameSampleText ; <class 'str'>",openTypeNameSampleText,D:\Testing\11\typesupply\defcon\Lib\defcon\objects\info.py,property,2,"_get_openTypeNameSampleText ; <class 'str'>, _set_openTypeNameSampleText ; <class 'str'>",
1614,property,"_get_openTypeNameUniqueID ; <class 'str'>, _set_openTypeNameUniqueID ; <class 'str'>",openTypeNameUniqueID,D:\Testing\11\typesupply\defcon\Lib\defcon\objects\info.py,property,2,"_get_openTypeNameUniqueID ; <class 'str'>, _set_openTypeNameUniqueID ; <class 'str'>",
1615,property,"_get_openTypeNameVersion ; <class 'str'>, _set_openTypeNameVersion ; <class 'str'>",openTypeNameVersion,D:\Testing\11\typesupply\defcon\Lib\defcon\objects\info.py,property,2,"_get_openTypeNameVersion ; <class 'str'>, _set_openTypeNameVersion ; <class 'str'>",
1616,property,"_get_openTypeNameWWSFamilyName ; <class 'str'>, _set_openTypeNameWWSFamilyName ; <class 'str'>",openTypeNameWWSFamilyName,D:\Testing\11\typesupply\defcon\Lib\defcon\objects\info.py,property,2,"_get_openTypeNameWWSFamilyName ; <class 'str'>, _set_openTypeNameWWSFamilyName ; <class 'str'>",
1617,property,"_get_openTypeNameWWSSubfamilyName ; <class 'str'>, _set_openTypeNameWWSSubfamilyName ; <class 'str'>",openTypeNameWWSSubfamilyName,D:\Testing\11\typesupply\defcon\Lib\defcon\objects\info.py,property,2,"_get_openTypeNameWWSSubfamilyName ; <class 'str'>, _set_openTypeNameWWSSubfamilyName ; <class 'str'>",
1618,property,"_get_openTypeOS2CodePageRanges ; <class 'str'>, _set_openTypeOS2CodePageRanges ; <class 'str'>",openTypeOS2CodePageRanges,D:\Testing\11\typesupply\defcon\Lib\defcon\objects\info.py,property,2,"_get_openTypeOS2CodePageRanges ; <class 'str'>, _set_openTypeOS2CodePageRanges ; <class 'str'>",
1619,property,"_get_openTypeOS2FamilyClass ; <class 'str'>, _set_openTypeOS2FamilyClass ; <class 'str'>",openTypeOS2FamilyClass,D:\Testing\11\typesupply\defcon\Lib\defcon\objects\info.py,property,2,"_get_openTypeOS2FamilyClass ; <class 'str'>, _set_openTypeOS2FamilyClass ; <class 'str'>",
